orbit_bend_deg,spin_lab_deg,relative_spin_deg
1,0.8280434471739947,-0.17195655282600533
3,2.484130341521984,-0.515869658478016
5,4.140217235869973,-0.8597827641300266
10,8.280434471739946,-1.7195655282600533
20,16.560868943479893,-3.4391310565201065
30,24.84130341521984,-5.15869658478016
