row,c0,c1,c2,c3,c4
0,270031.6069503841,4.9604001468060606e-11,-7.4792567414762014e-12,0,0
1,4.9604001468060606e-11,0,9.9723423219682728e-12,9.9723423219682631e-12,1.5547318940484008e-12
2,-7.4792567414762014e-12,9.9723423219682728e-12,101524.65297504683,-6.2165920650218498e-12,2.7466530581311615e-12
3,0,9.9723423219682631e-12,-6.2165920650218498e-12,101524.65297504683,0
4,0,1.5547318940484008e-12,2.7466530581311615e-12,0,62082.27182021911
