row,c0,c1,c2
0,140241.29530264006,-3.7432750395849426e-11,-1.352764642806643e-11
1,-3.7432750395849426e-11,36235.083346980755,-99555.073287885854
2,-1.352764642806643e-11,-99555.073287885854,583285.71504821384
