row,c0,c1,c2,c3,c4
0,49107.709239995012,9.0209398401328141e-12,-2.4597181996200698e-12,1.8189894035458565e-12,0
1,9.0209398401328141e-12,0,4.1455321866266496e-12,4.1455321866266456e-12,0
2,-2.4597181996200698e-12,4.1455321866266496e-12,79331.01726748544,-4.8576238184864606e-12,1.5121686196020241e-12
3,1.8189894035458565e-12,4.1455321866266456e-12,-4.8576238184864606e-12,79331.01726748544,1.8500808453248287e-12
4,0,0,1.5121686196020241e-12,1.8500808453248287e-12,24218.33417043271
