row,c0,c1,c2,c3,c4
0,5804.7350850072689,1.0663125362628775e-12,-6.1090365568962969e-12,2.1827872842550278e-11,5.4569682106375694e-12
1,1.0663125362628742e-12,0,0,0,0
2,-1.5459706912352107e-11,0,10937.233428634077,4.442010646534797e-12,0
3,1.4551915228366852e-11,0,9.089597658033376e-12,10937.233428634005,7.2759576141834259e-12
4,3.637978807091713e-12,0,2.8856076401798872e-12,2.2737367544323206e-12,26234.974813525805
