polarization,minus_two_delta_loglikelihood,expected_first_count,expected_second_count,expected_total_count,expected_ratio_or_asymmetry
0.2300000000,1168.3062866041,95799.5754264885,83747.2793695773,179546.8547960658,0.0671261887
0.2325000000,1147.1659785350,95853.5277190848,83670.2284441636,179523.7561632484,0.0678645519
0.2350000000,1126.2121289842,95907.4800116811,83593.1775187500,179500.6575304311,0.0686031052
0.2375000000,1105.4448999548,95961.4323042773,83516.1265933364,179477.5588976137,0.0693418486
0.2400000000,1084.8644542249,96015.3845968736,83439.0756679227,179454.4602647963,0.0700807821
0.2425000000,1064.4709553492,96069.3368894699,83362.0247425091,179431.3616319789,0.0708199059
0.2450000000,1044.2645676619,96123.2891820661,83284.9738170954,179408.2629991616,0.0715592200
0.2475000000,1024.2454562784,96177.2414746624,83207.9228916818,179385.1643663442,0.0722987245
0.2500000000,1004.4137870979,96231.1937672587,83130.8719662682,179362.0657335268,0.0730384195
0.2525000000,984.7697268047,96285.1460598549,83053.8210408545,179338.9671007094,0.0737783050
0.2550000000,965.3134428716,96339.0983524512,82976.7701154409,179315.8684678921,0.0745183812
0.2575000000,946.0451035610,96393.0506450474,82899.7191900272,179292.7698350747,0.0752586480
0.2600000000,926.9648779281,96447.0029376437,82822.6682646136,179269.6712022573,0.0759991056
0.2625000000,908.0729358222,96500.9552302400,82745.6173391999,179246.5725694399,0.0767397540
0.2650000000,889.3694478898,96554.9075228362,82668.5664137863,179223.4739366226,0.0774805934
0.2675000000,870.8545855762,96608.8598154325,82591.5154883727,179200.3753038052,0.0782216237
0.2700000000,852.5285211282,96662.8121080288,82514.4645629590,179177.2766709878,0.0789628451
0.2725000000,834.3914275962,96716.7644006250,82437.4136375454,179154.1780381704,0.0797042576
0.2750000000,816.4434788366,96770.7166932213,82360.3627121317,179131.0794053530,0.0804458614
0.2775000000,798.6848495139,96824.6689858175,82283.3117867181,179107.9807725356,0.0811876564
0.2800000000,781.1157151033,96878.6212784138,82206.2608613045,179084.8821397183,0.0819296428
0.2825000000,763.7362518928,96932.5735710101,82129.2099358908,179061.7835069009,0.0826718206
0.2850000000,746.5466369857,96986.5258636063,82052.1590104772,179038.6848740835,0.0834141899
0.2875000000,729.5470483031,97040.4781562026,81975.1080850635,179015.5862412661,0.0841567507
0.2900000000,712.7376645858,97094.4304487989,81898.0571596499,178992.4876084487,0.0848995033
0.2925000000,696.1186653973,97148.3827413951,81821.0062342363,178969.3889756314,0.0856424475
0.2950000000,679.6902311256,97202.3350339914,81743.9553088226,178946.2903428140,0.0863855836
0.2975000000,663.4525429861,97256.2873265877,81666.9043834090,178923.1917099966,0.0871289115
0.3000000000,647.4057830238,97310.2396191839,81589.8534579953,178900.0930771792,0.0878724314
0.3025000000,631.5501341158,97364.1919117802,81512.8025325817,178876.9944443619,0.0886161433
0.3050000000,615.8857799737,97418.1442043764,81435.7516071680,178853.8958115445,0.0893600473
0.3075000000,600.4129051461,97472.0964969727,81358.7006817544,178830.7971787271,0.0901041435
0.3100000000,585.1316950212,97526.0487895690,81281.6497563408,178807.6985459097,0.0908484319
0.3125000000,570.0423358291,97580.0010821652,81204.5988309271,178784.5999130923,0.0915929127
0.3150000000,555.1450146445,97633.9533747615,81127.5479055135,178761.5012802750,0.0923375858
0.3175000000,540.4399193889,97687.9056673578,81050.4969800998,178738.4026474576,0.0930824515
0.3200000000,525.9272388336,97741.8579599540,80973.4460546862,178715.3040146402,0.0938275096
0.3225000000,511.6071626020,97795.8102525503,80896.3951292726,178692.2053818228,0.0945727604
0.3250000000,497.4798811721,97849.7625451465,80819.3442038589,178669.1067490054,0.0953182039
0.3275000000,483.5455858793,97903.7148377428,80742.2932784453,178646.0081161881,0.0960638401
0.3300000000,469.8044689186,97957.6671303391,80665.2423530316,178622.9094833707,0.0968096692
0.3325000000,456.2567233479,98011.6194229353,80588.1914276180,178599.8108505533,0.0975556912
0.3350000000,442.9025430897,98065.5717155316,80511.1405022043,178576.7122177359,0.0983019062
0.3375000000,429.7421229347,98119.5240081279,80434.0895767907,178553.6135849186,0.0990483143
0.3400000000,416.7756585437,98173.4763007241,80357.0386513771,178530.5149521012,0.0997949155
0.3425000000,404.0033464506,98227.4285933204,80279.9877259634,178507.4163192838,0.1005417099
0.3450000000,391.4253840652,98281.3808859167,80202.9368005498,178484.3176864664,0.1012886976
0.3475000000,379.0419696755,98335.3331785129,80125.8858751361,178461.2190536491,0.1020358787
0.3500000000,366.8533024510,98389.2854711092,80048.8349497225,178438.1204208317,0.1027832533
0.3525000000,354.8595824446,98443.2377637054,79971.7840243089,178415.0217880143,0.1035308213
0.3550000000,343.0610105963,98497.1900563017,79894.7330988952,178391.9231551969,0.1042785830
0.3575000000,331.4577887350,98551.1423488980,79817.6821734816,178368.8245223796,0.1050265383
0.3600000000,320.0501195823,98605.0946414942,79740.6312480679,178345.7258895622,0.1057746873
0.3625000000,308.8382067542,98659.0469340905,79663.5803226543,178322.6272567448,0.1065230302
0.3650000000,297.8222547648,98712.9992266868,79586.5293972407,178299.5286239274,0.1072715670
0.3675000000,287.0024690285,98766.9515192830,79509.4784718270,178276.4299911101,0.1080202977
0.3700000000,276.3790558634,98820.9038118793,79432.4275464134,178253.3313582927,0.1087692225
0.3725000000,265.9522224936,98874.8561044755,79355.3766209997,178230.2327254753,0.1095183414
0.3750000000,255.7221770523,98928.8083970718,79278.3256955861,178207.1340926579,0.1102676546
0.3775000000,245.6891285848,98982.7606896681,79201.2747701724,178184.0354598405,0.1110171619
0.3800000000,235.8532870511,99036.7129822643,79124.2238447588,178160.9368270232,0.1117668637
0.3825000000,226.2148633293,99090.6652748606,79047.1729193452,178137.8381942058,0.1125167598
0.3850000000,216.7740692178,99144.6175674569,78970.1219939315,178114.7395613884,0.1132668505
0.3875000000,207.5311174392,99198.5698600531,78893.0710685179,178091.6409285710,0.1140171357
0.3900000000,198.4862216422,99252.5221526494,78816.0201431042,178068.5422957536,0.1147676156
0.3925000000,189.6395964053,99306.4744452457,78738.9692176906,178045.4436629363,0.1155182902
0.3950000000,180.9914572397,99360.4267378419,78661.9182922770,178022.3450301189,0.1162691596
0.3975000000,172.5420205921,99414.3790304382,78584.8673668633,177999.2463973015,0.1170202239
0.4000000000,164.2915038478,99468.3313230345,78507.8164414497,177976.1477644841,0.1177714831
0.4025000000,156.2401253337,99522.2836156307,78430.7655160360,177953.0491316667,0.1185229374
0.4050000000,148.3881043218,99576.2359082270,78353.7145906224,177929.9504988494,0.1192745868
0.4075000000,140.7356610314,99630.1882008232,78276.6636652087,177906.8518660320,0.1200264313
0.4100000000,133.2830166331,99684.1404934195,78199.6127397951,177883.7532332146,0.1207784711
0.4125000000,126.0303932512,99738.0927860158,78122.5618143815,177860.6546003972,0.1215307063
0.4150000000,118.9780139673,99792.0450786120,78045.5108889678,177837.5559675799,0.1222831368
0.4175000000,112.1261028233,99845.9973712083,77968.4599635542,177814.4573347625,0.1230357629
0.4200000000,105.4748848245,99899.9496638046,77891.4090381405,177791.3587019451,0.1237885845
0.4225000000,99.0245859427,99953.9019564008,77814.3581127269,177768.2600691277,0.1245416017
0.4250000000,92.7754331198,100007.8542489971,77737.3071873133,177745.1614363103,0.1252948147
0.4275000000,86.7276542704,100061.8065415934,77660.2562618996,177722.0628034930,0.1260482234
0.4300000000,80.8814782856,100115.7588341896,77583.2053364860,177698.9641706756,0.1268018280
0.4325000000,75.2371350358,100169.7111267859,77506.1544110723,177675.8655378582,0.1275556286
0.4350000000,69.7948553744,100223.6634193821,77429.1034856587,177652.7669050408,0.1283096252
0.4375000000,64.5548711406,100277.6157119784,77352.0525602451,177629.6682722234,0.1290638179
0.4400000000,59.5174151633,100331.5680045747,77275.0016348314,177606.5696394061,0.1298182067
0.4425000000,54.6827212638,100385.5202971709,77197.9507094178,177583.4710065887,0.1305727918
0.4450000000,50.0510242595,100439.4725897672,77120.8997840041,177560.3723737713,0.1313275732
0.4475000000,45.6225599672,100493.4248823635,77043.8488585905,177537.2737409539,0.1320825511
0.4500000000,41.3975652065,100547.3771749597,76966.7979331768,177514.1751081366,0.1328377254
0.4525000000,37.3762778031,100601.3294675560,76889.7470077632,177491.0764753192,0.1335930962
0.4550000000,33.5589365922,100655.2817601522,76812.6960823496,177467.9778425018,0.1343486637
0.4575000000,29.9457814221,100709.2340527485,76735.6451569359,177444.8792096844,0.1351044279
0.4600000000,26.5370531576,100763.1863453448,76658.5942315223,177421.7805768671,0.1358603889
0.4625000000,23.3329936832,100817.1386379410,76581.5433061086,177398.6819440497,0.1366165468
0.4650000000,20.3338459071,100871.0909305373,76504.4923806950,177375.5833112323,0.1373729016
0.4675000000,17.5398537642,100925.0432231336,76427.4414552814,177352.4846784149,0.1381294534
0.4700000000,14.9512622198,100978.9955157298,76350.3905298677,177329.3860455976,0.1388862023
0.4725000000,12.5683172735,101032.9478083261,76273.3396044541,177306.2874127802,0.1396431484
0.4750000000,10.3912659621,101086.9001009224,76196.2886790404,177283.1887799628,0.1404002917
0.4775000000,8.4203563638,101140.8523935186,76119.2377536268,177260.0901471454,0.1411576324
0.4800000000,6.6558376014,101194.8046861149,76042.1868282131,177236.9915143280,0.1419151704
0.4825000000,5.0979598463,101248.7569787111,75965.1359027995,177213.8928815107,0.1426729060
0.4850000000,3.7469743215,101302.7092713074,75888.0849773859,177190.7942486933,0.1434308391
0.4875000000,2.6031333063,101356.6615639037,75811.0340519722,177167.6956158759,0.1441889698
0.4900000000,1.6666901388,101410.6138564999,75733.9831265586,177144.5969830585,0.1449472982
0.4925000000,0.9378992205,101464.5661490962,75656.9322011449,177121.4983502411,0.1457058245
0.4950000000,0.4170160197,101518.5184416925,75579.8812757313,177098.3997174238,0.1464645486
0.4975000000,0.1042970751,101572.4707342887,75502.8303503177,177075.3010846064,0.1472234706
0.5000000000,0.0000000000,101626.4230268850,75425.7794249040,177052.2024517890,0.1479825907
0.5025000000,0.1043834856,101680.3753194812,75348.7284994904,177029.1038189716,0.1487419088
0.5050000000,0.4177073051,101734.3276120775,75271.6775740767,177006.0051861542,0.1495014252
0.5075000000,0.9402323174,101788.2799046738,75194.6266486631,176982.9065533369,0.1502611398
0.5100000000,1.6722204713,101842.2321972700,75117.5757232495,176959.8079205195,0.1510210527
0.5125000000,2.6139348086,101896.1844898663,75040.5247978358,176936.7092877021,0.1517811640
0.5150000000,3.7656394691,101950.1367824626,74963.4738724222,176913.6106548847,0.1525414738
0.5175000000,5.1275996933,102004.0890750588,74886.4229470085,176890.5120220674,0.1533019822
0.5200000000,6.7000818274,102058.0413676551,74809.3720215949,176867.4133892500,0.1540626892
0.5225000000,8.4833533266,102111.9936602513,74732.3210961812,176844.3147564326,0.1548235950
0.5250000000,10.4776827593,102165.9459528476,74655.2701707676,176821.2161236152,0.1555846995
0.5275000000,12.6833398113,102219.8982454439,74578.2192453540,176798.1174907978,0.1563460030
0.5300000000,15.1005952893,102273.8505380401,74501.1683199403,176775.0188579805,0.1571075053
0.5325000000,17.7297211255,102327.8028306364,74424.1173945267,176751.9202251631,0.1578692067
0.5350000000,20.5709903814,102381.7551232327,74347.0664691130,176728.8215923457,0.1586311073
0.5375000000,23.6246772520,102435.7074158289,74270.0155436994,176705.7229595283,0.1593932070
0.5400000000,26.8910570697,102489.6597084252,74192.9646182857,176682.6243267109,0.1601555059
0.5425000000,30.3704063089,102543.6120010215,74115.9136928721,176659.5256938936,0.1609180043
0.5450000000,34.0630025894,102597.5642936177,74038.8627674585,176636.4270610762,0.1616807020
0.5475000000,37.9691246817,102651.5165862140,73961.8118420448,176613.3284282588,0.1624435992
0.5500000000,42.0890525099,102705.4688788103,73884.7609166312,176590.2297954414,0.1632066961
0.5525000000,46.4230671572,102759.4211714065,73807.7099912175,176567.1311626240,0.1639699925
0.5550000000,50.9714508691,102813.3734640028,73730.6590658039,176544.0325298067,0.1647334888
0.5575000000,55.7344870583,102867.3257565990,73653.6081403902,176520.9338969893,0.1654971848
0.5600000000,60.7124603090,102921.2780491953,73576.5572149766,176497.8352641719,0.1662610807
0.5625000000,65.9056563810,102975.2303417916,73499.5062895630,176474.7366313545,0.1670251766
0.5650000000,71.3143622139,103029.1826343878,73422.4553641493,176451.6379985372,0.1677894725
0.5675000000,76.9388659321,103083.1349269841,73345.4044387357,176428.5393657198,0.1685539686
0.5700000000,82.7794568485,103137.0872195804,73268.3535133221,176405.4407329024,0.1693186649
0.5725000000,88.8364254695,103191.0395121766,73191.3025879084,176382.3421000850,0.1700835615
0.5750000000,95.1100634990,103244.9918047729,73114.2516624948,176359.2434672677,0.1708486584
0.5775000000,101.6006638432,103298.9440973692,73037.2007370811,176336.1448344503,0.1716139558
0.5800000000,108.3085206148,103352.8963899654,72960.1498116675,176313.0462016329,0.1723794537
0.5825000000,115.2339291380,103406.8486825617,72883.0988862538,176289.9475688155,0.1731451522
0.5850000000,122.3771859524,103460.8009751579,72806.0479608402,176266.8489359981,0.1739110513
0.5875000000,129.7385888183,103514.7532677542,72728.9970354266,176243.7503031808,0.1746771513
0.5900000000,137.3184367207,103568.7055603505,72651.9461100129,176220.6516703634,0.1754434520
0.5925000000,145.1170298743,103622.6578529467,72574.8951845993,176197.5530375460,0.1762099537
0.5950000000,153.1346697280,103676.6101455430,72497.8442591856,176174.4544047286,0.1769766564
0.5975000000,161.3716589694,103730.5624381393,72420.7933337720,176151.3557719112,0.1777435602
0.6000000000,169.8283015302,103784.5147307355,72343.7424083583,176128.2571390939,0.1785106651
0.6025000000,178.5049025900,103838.4670233318,72266.6914829447,176105.1585062765,0.1792779712
0.6050000000,187.4017685818,103892.4193159280,72189.6405575311,176082.0598734591,0.1800454787
0.6075000000,196.5192071964,103946.3716085243,72112.5896321174,176058.9612406417,0.1808131875
0.6100000000,205.8575273874,104000.3239011206,72035.5387067038,176035.8626078244,0.1815810979
0.6125000000,215.4170393758,104054.2761937168,71958.4877812901,176012.7639750070,0.1823492097
0.6150000000,225.1980546553,104108.2284863131,71881.4368558765,175989.6653421896,0.1831175232
0.6175000000,235.2008859968,104162.1807789094,71804.3859304629,175966.5667093722,0.1838860384
0.6200000000,245.4258474534,104216.1330715056,71727.3350050492,175943.4680765548,0.1846547554
0.6225000000,255.8732543657,104270.0853641019,71650.2840796356,175920.3694437375,0.1854236743
0.6250000000,266.5434233662,104324.0376566982,71573.2331542219,175897.2708109201,0.1861927951
0.6275000000,277.4366723848,104377.9899492944,71496.1822288083,175874.1721781027,0.1869621179
0.6300000000,288.5533206536,104431.9422418907,71419.1313033946,175851.0735452853,0.1877316429
0.6325000000,299.8936887122,104485.8945344869,71342.0803779810,175827.9749124679,0.1885013700
0.6350000000,311.4580984122,104539.8468270832,71265.0294525674,175804.8762796506,0.1892712994
0.6375000000,323.2468729232,104593.7991196795,71187.9785271537,175781.7776468332,0.1900414311
0.6400000000,335.2603367373,104647.7514122757,71110.9276017401,175758.6790140158,0.1908117653
0.6425000000,347.4988156745,104701.7037048720,71033.8766763264,175735.5803811984,0.1915823020
0.6450000000,359.9626368881,104755.6559974683,70956.8257509128,175712.4817483810,0.1923530412
0.6475000000,372.6521288694,104809.6082900645,70879.7748254992,175689.3831155637,0.1931239832
0.6500000000,385.5676214536,104863.5605826608,70802.7239000855,175666.2844827463,0.1938951278
0.6525000000,398.7094458247,104917.5128752571,70725.6729746719,175643.1858499289,0.1946664753
0.6550000000,412.0779345211,104971.4651678533,70648.6220492582,175620.0872171115,0.1954380257
0.6575000000,425.6734214407,105025.4174604496,70571.5711238446,175596.9885842942,0.1962097791
0.6600000000,439.4962418465,105079.3697530458,70494.5201984310,175573.8899514768,0.1969817355
0.6625000000,453.5467323718,105133.3220456421,70417.4692730173,175550.7913186594,0.1977538951
0.6650000000,467.8252310260,105187.2743382384,70340.4183476037,175527.6926858420,0.1985262579
0.6675000000,482.3320771999,105241.2266308346,70263.3674221900,175504.5940530247,0.1992988240
0.6700000000,497.0676116710,105295.1789234309,70186.3164967764,175481.4954202073,0.2000715935
0.6725000000,512.0321766096,105349.1312160272,70109.2655713627,175458.3967873899,0.2008445665
0.6750000000,527.2261155836,105403.0835086234,70032.2146459491,175435.2981545725,0.2016177430
0.6775000000,542.6497735652,105457.0358012197,69955.1637205355,175412.1995217552,0.2023911232
0.6800000000,558.3034969353,105510.9880938159,69878.1127951218,175389.1008889378,0.2031647070
0.6825000000,574.1876334902,105564.9403864122,69801.0618697082,175366.0022561204,0.2039384947
0.6850000000,590.3025324467,105618.8926790085,69724.0109442945,175342.9036233030,0.2047124862
0.6875000000,606.6485444482,105672.8449716047,69646.9600188809,175319.8049904856,0.2054866816
0.6900000000,623.2260215703,105726.7972642010,69569.9090934673,175296.7063576683,0.2062610811
0.6925000000,640.0353173267,105780.7495567973,69492.8581680536,175273.6077248509,0.2070356847
0.6950000000,657.0767866747,105834.7018493935,69415.8072426400,175250.5090920335,0.2078104925
0.6975000000,674.3507860219,105888.6541419898,69338.7563172263,175227.4104592161,0.2085855046
0.7000000000,691.8576732313,105942.6064345861,69261.7053918127,175204.3118263987,0.2093607210
0.7025000000,709.5978076275,105996.5587271823,69184.6544663990,175181.2131935814,0.2101361418
0.7050000000,727.5715500028,106050.5110197786,69107.6035409854,175158.1145607640,0.2109117672
0.7075000000,745.7792626233,106104.4633123748,69030.5526155718,175135.0159279466,0.2116875971
0.7100000000,764.2213092345,106158.4156049711,68953.5016901581,175111.9172951292,0.2124636318
0.7125000000,782.8980550680,106212.3678975674,68876.4507647445,175088.8186623119,0.2132398712
0.7150000000,801.8098668472,106266.3201901636,68799.3998393308,175065.7200294945,0.2140163154
0.7175000000,820.9571127935,106320.2724827599,68722.3489139172,175042.6213966771,0.2147929645
0.7200000000,840.3401626326,106374.2247753562,68645.2979885036,175019.5227638597,0.2155698187
0.7225000000,859.9593876008,106428.1770679524,68568.2470630899,174996.4241310424,0.2163468779
0.7250000000,879.8151604511,106482.1293605487,68491.1961376763,174973.3254982250,0.2171241423
0.7275000000,899.9078554597,106536.0816531450,68414.1452122626,174950.2268654076,0.2179016119
0.7300000000,920.2378484319,106590.0339457412,68337.0942868490,174927.1282325902,0.2186792869
0.7325000000,940.8055167092,106643.9862383375,68260.0433614354,174904.0295997728,0.2194571673
0.7350000000,961.6112391750,106697.9385309338,68182.9924360217,174880.9309669555,0.2202352531
0.7375000000,982.6553962616,106751.8908235300,68105.9415106081,174857.8323341381,0.2210135445
0.7400000000,1003.9383699563,106805.8431161263,68028.8905851944,174834.7337013207,0.2217920416
0.7425000000,1025.4605438082,106859.7954087225,67951.8396597808,174811.6350685033,0.2225707444
0.7450000000,1047.2223029346,106913.7477013188,67874.7887343671,174788.5364356859,0.2233496530
0.7475000000,1069.2240340276,106967.6999939151,67797.7378089535,174765.4378028686,0.2241287675
0.7500000000,1091.4661253610,107021.6522865113,67720.6868835399,174742.3391700512,0.2249080880
0.7525000000,1113.9489667966,107075.6045791076,67643.6359581262,174719.2405372338,0.2256876146
0.7550000000,1136.6729497912,107129.5568717039,67566.5850327126,174696.1419044164,0.2264673473
0.7575000000,1159.6384674033,107183.5091643001,67489.5341072989,174673.0432715990,0.2272472862
0.7600000000,1182.8459142999,107237.4614568964,67412.4831818853,174649.9446387817,0.2280274314
0.7625000000,1206.2956867634,107291.4137494926,67335.4322564717,174626.8460059643,0.2288077830
