row,c0,c1,c2,c3,c4
0,30240.728359028893,5.5551316783153978e-12,0,0,0
1,5.5551316783153978e-12,0,0,0,0
2,0,0,3306.4310406810328,0,0
3,0,0,0,3306.4310406810328,0
4,0,0,0,0,0
