row,c0,c1,c2
0,108880.22779874378,48539.208927733358,-1.1311296722897855e-11
1,48539.208927733358,78720.596664740064,7.2759576141834259e-12
2,-1.1311296722897855e-11,7.2759576141834259e-12,602459.3240678889
