row,c0,c1,c2,c3,c4
0,-285914.44381490967,0,208065.39910981798,0,15828.412313885638
1,285914.44381490967,3.5014420844792512e-11,1.2740331251657751e-11,-208065.39910981798,15828.412313885638
2,-285914.44381490967,-7.0028841689585024e-11,-208065.39910981798,-2.5480662503315501e-11,15828.412313885638
3,285914.44381490967,1.0504326253437738e-10,-3.822099375497326e-11,208065.39910981798,15828.412313885638
