row,c0,c1,c2,c3,c4
0,55763.100135965353,1.0872555417819894e-11,-1.4585652269528837e-12,0,-1222.8990471256857
1,1.0872555417819894e-11,0,4.2768398406310633e-12,5.5532089941761014e-12,0
2,-1.4585652269528837e-12,4.2768398406310633e-12,86458.841729192223,-7.8776964699436843e-12,3.8111028819574131e-12
3,0,5.5532089941761014e-12,-7.8776964699436843e-12,107555.69416583236,1.7346241916546379e-12
4,-1222.8990471256857,0,3.8111028819574131e-12,1.7346241916546379e-12,23935.339893255928
