! 12C range in H8C8
! apply ZOOM for details
Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al,Pergamon Press,NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick, improved mean charge formula for HI	Energy (MeV/u)6	5 - Range straggling - method [0] - LISE	Energy (MeV/u)7	6 - Range straggling - method [1] - Atima	Energy (MeV/u)8	7 - Lateral range - method [0] - LISE	Energy (MeV/u)9	8 - Lateral range - method [1] - Atima	Energy (MeV/u)10	9 - Lateral range - method [2] - PDG	
180.000000	68824.9   	180.000000	68976.9   	180.000000	69128     	180.000000	69303.9   	180.000000	69403.1   	180.000000	409.012   	180.000000	190.755   	180.000000	437.751   	180.000000	399.525   	180.000000	451.012   	
185.000000	72158.6   	185.000000	72316.4   	185.000000	72477.6   	185.000000	72666.8   	185.000000	72765.4   	185.000000	427.966   	185.000000	199.463   	185.000000	458.491   	185.000000	418.134   	185.000000	473.024   	
190.000000	75550.5   	190.000000	75715.6   	190.000000	75887.4   	190.000000	76090.3   	190.000000	76188.1   	190.000000	447.189   	190.000000	208.299   	190.000000	479.567   	190.000000	437.044   	190.000000	495.436   	
195.000000	78999.5   	195.000000	79173.4   	195.000000	79356.4   	195.000000	79573.5   	195.000000	79670.3   	195.000000	466.671   	195.000000	217.257   	195.000000	500.971   	195.000000	456.25    	195.000000	518.242   	
200.000000	82504.7   	200.000000	82688.9   	200.000000	82883.8   	200.000000	83115.4   	200.000000	83210.9   	200.000000	486.406   	200.000000	226.342   	200.000000	522.695   	200.000000	475.747   	200.000000	541.436   	
210.000000	89680.3   	210.000000	89889.2   	210.000000	90109.6   	210.000000	90371.7   	210.000000	90464     	210.000000	526.602   	210.000000	244.875   	210.000000	567.075   	210.000000	515.591   	210.000000	588.961   	
220.000000	97070.6   	220.000000	97309.3   	220.000000	97557.6   	220.000000	97851.8   	220.000000	97940     	220.000000	567.72    	220.000000	263.87    	220.000000	612.655   	220.000000	556.533   	220.000000	637.96    	
230.000000	104669    	230.000000	104942    	230.000000	105221    	230.000000	105549    	230.000000	105632    	230.000000	609.704   	230.000000	283.321   	230.000000	659.381   	230.000000	598.534   	230.000000	688.386   	
240.000000	112469    	240.000000	112782    	240.000000	113093    	240.000000	113456    	240.000000	113533    	240.000000	652.502   	240.000000	303.194   	240.000000	707.203   	240.000000	641.554   	240.000000	740.193   	
250.000000	120466    	250.000000	120821    	250.000000	121167    	250.000000	121567    	250.000000	121638    	250.000000	696.067   	250.000000	323.475   	250.000000	756.074   	250.000000	685.558   	250.000000	793.335   	
260.000000	128653    	260.000000	129055    	260.000000	129438    	260.000000	129877    	260.000000	129939    	260.000000	740.352   	260.000000	344.15    	260.000000	805.949   	260.000000	730.51    	260.000000	847.771   	
270.000000	137025    	270.000000	137477    	270.000000	137899    	270.000000	138377    	270.000000	138432    	270.000000	785.312   	270.000000	365.205   	270.000000	856.784   	270.000000	776.377   	270.000000	903.46    	
280.000000	145577    	280.000000	146082    	280.000000	146546    	280.000000	147065    	280.000000	147110    	280.000000	830.907   	280.000000	386.628   	280.000000	908.537   	280.000000	823.125   	280.000000	960.36    	
290.000000	154304    	290.000000	154864    	290.000000	155372    	290.000000	155933    	290.000000	155968    	290.000000	877.097   	290.000000	408.404   	290.000000	961.169   	290.000000	870.726   	290.000000	1018.44   	
300.000000	163202    	300.000000	163819    	300.000000	164372    	300.000000	164976    	300.000000	165000    	300.000000	923.845   	300.000000	430.525   	300.000000	1014.64   	300.000000	919.148   	300.000000	1077.65   	
310.000000	172265    	310.000000	172941    	310.000000	173542    	310.000000	174191    	310.000000	174203    	310.000000	971.115   	310.000000	452.979   	310.000000	1068.92   	310.000000	968.364   	310.000000	1137.96   	
320.000000	181489    	320.000000	182226    	320.000000	182875    	320.000000	183571    	320.000000	183571    	320.000000	1018.87   	320.000000	475.74    	320.000000	1123.97   	320.000000	1018.35   	320.000000	1199.34   	
330.000000	190870    	330.000000	191669    	330.000000	192369    	330.000000	193112    	330.000000	193099    	330.000000	1067.09   	330.000000	498.797   	330.000000	1179.75   	330.000000	1069.07   	330.000000	1261.76   	
340.000000	200405    	340.000000	201266    	340.000000	202018    	340.000000	202810    	340.000000	202782    	340.000000	1115.73   	340.000000	522.156   	340.000000	1236.24   	340.000000	1120.5    	340.000000	1325.18   	
350.000000	210089    	350.000000	211013    	350.000000	211818    	350.000000	212660    	350.000000	212618    	350.000000	1164.78   	350.000000	545.799   	350.000000	1293.4    	350.000000	1172.63   	350.000000	1389.57   	
360.000000	219918    	360.000000	220905    	360.000000	221764    	360.000000	222658    	360.000000	222600    	360.000000	1214.19   	360.000000	569.706   	360.000000	1351.21   	360.000000	1225.42   	360.000000	1454.9    	
370.000000	229888    	370.000000	230939    	370.000000	231855    	370.000000	232801    	370.000000	232727    	370.000000	1263.95   	370.000000	593.874   	370.000000	1409.63   	370.000000	1278.86   	370.000000	1521.15   	
380.000000	239997    	380.000000	241111    	380.000000	242086    	380.000000	243085    	380.000000	242994    	380.000000	1314.05   	380.000000	618.299   	380.000000	1468.66   	380.000000	1332.92   	380.000000	1588.29   	
390.000000	250241    	390.000000	251418    	390.000000	252454    	390.000000	253507    	390.000000	253398    	390.000000	1364.47   	390.000000	642.971   	390.000000	1528.25   	390.000000	1387.6    	390.000000	1656.29   	
400.000000	260616    	400.000000	261855    	400.000000	262954    	400.000000	264062    	400.000000	263935    	400.000000	1415.17   	400.000000	667.898   	400.000000	1588.39   	400.000000	1442.86   	400.000000	1725.14   	
410.000000	271119    	410.000000	272420    	410.000000	273583    	410.000000	274748    	410.000000	274602    	410.000000	1466.14   	410.000000	693.079   	410.000000	1649.06   	410.000000	1498.69   	410.000000	1794.79   	
420.000000	281747    	420.000000	283109    	420.000000	284338    	420.000000	285561    	420.000000	285396    	420.000000	1517.35   	420.000000	718.492   	420.000000	1710.22   	420.000000	1555.07   	420.000000	1865.24   	
430.000000	292498    	430.000000	293918    	430.000000	295216    	430.000000	296498    	430.000000	296312    	430.000000	1568.8    	430.000000	744.109   	430.000000	1771.86   	430.000000	1611.98   	430.000000	1936.46   	
440.000000	303368    	440.000000	304846    	440.000000	306214    	440.000000	307555    	440.000000	307348    	440.000000	1620.45   	440.000000	769.928   	440.000000	1833.96   	440.000000	1669.4    	440.000000	2008.41   	
450.000000	314354    	450.000000	315888    	450.000000	317327    	450.000000	318729    	450.000000	318501    	450.000000	1672.29   	450.000000	795.958   	450.000000	1896.49   	450.000000	1727.31   	450.000000	2081.09   	
460.000000	325454    	460.000000	327043    	460.000000	328554    	460.000000	330018    	460.000000	329768    	460.000000	1724.31   	460.000000	822.197   	460.000000	1959.44   	460.000000	1785.71   	460.000000	2154.47   	
470.000000	336665    	470.000000	338306    	470.000000	339892    	470.000000	341419    	470.000000	341146    	470.000000	1776.48   	470.000000	848.636   	470.000000	2022.78   	470.000000	1844.57   	470.000000	2228.52   	
480.000000	347985    	480.000000	349676    	480.000000	351339    	480.000000	352928    	480.000000	352632    	480.000000	1828.8    	480.000000	875.269   	480.000000	2086.51   	480.000000	1903.88   	480.000000	2303.24   	
490.000000	359410    	490.000000	361150    	490.000000	362891    	490.000000	364544    	490.000000	364223    	490.000000	1881.25   	490.000000	902.093   	490.000000	2150.6    	490.000000	1963.62   	490.000000	2378.59   	
500.000000	370939    	500.000000	372725    	500.000000	374545    	500.000000	376263    	500.000000	375917    	500.000000	1933.81   	500.000000	929.104   	500.000000	2215.03   	500.000000	2023.78   	500.000000	2454.55   	
520.000000	394298    	520.000000	396169    	520.000000	398151    	520.000000	400000    	520.000000	399605    	520.000000	2039.22   	520.000000	983.63    	520.000000	2344.87   	520.000000	2145.3    	520.000000	2608.27   	
540.000000	418043    	540.000000	419990    	540.000000	422137    	540.000000	424122    	540.000000	423674    	540.000000	2144.95   	540.000000	1038.79   	540.000000	2475.9    	540.000000	2268.33   	540.000000	2764.25   	
560.000000	442157    	560.000000	444168    	560.000000	446485    	560.000000	448610    	560.000000	448106    	560.000000	2250.89   	560.000000	1094.61   	560.000000	2608.02   	560.000000	2392.77   	560.000000	2922.34   	
580.000000	466624    	580.000000	468689    	580.000000	471178    	580.000000	473445    	580.000000	472885    	580.000000	2356.98   	580.000000	1151.02   	580.000000	2741.11   	580.000000	2518.53   	580.000000	3082.44   	
600.000000	491428    	600.000000	493535    	600.000000	496201    	600.000000	498613    	600.000000	497994    	600.000000	2463.13   	600.000000	1207.97   	600.000000	2875.08   	600.000000	2645.52   	600.000000	3244.4    	
620.000000	516555    	620.000000	518691    	620.000000	521539    	620.000000	524098    	620.000000	523418    	620.000000	2569.29   	620.000000	1265.44   	620.000000	3009.84   	620.000000	2773.66   	620.000000	3408.14   	
640.000000	541990    	640.000000	544144    	640.000000	547177    	640.000000	549884    	640.000000	549141    	640.000000	2675.39   	640.000000	1323.43   	640.000000	3145.3    	640.000000	2902.86   	640.000000	3573.52   	
660.000000	567720    	660.000000	569879    	660.000000	573099    	660.000000	575958    	660.000000	575152    	660.000000	2781.38   	660.000000	1381.95   	660.000000	3281.39   	660.000000	3033.06   	660.000000	3740.47   	
680.000000	593732    	680.000000	595885    	680.000000	599295    	680.000000	602308    	680.000000	601436    	680.000000	2887.21   	680.000000	1440.95   	680.000000	3418.02   	680.000000	3164.18   	680.000000	3908.87   	
700.000000	620014    	700.000000	622147    	700.000000	625750    	700.000000	628920    	700.000000	627981    	700.000000	2992.84   	700.000000	1500.38   	700.000000	3555.15   	700.000000	3296.16   	700.000000	4078.64   	
720.000000	646555    	720.000000	648656    	720.000000	652454    	720.000000	655784    	720.000000	654775    	720.000000	3098.22   	720.000000	1560.23   	720.000000	3692.69   	720.000000	3428.93   	720.000000	4249.69   	
740.000000	673343    	740.000000	675400    	740.000000	679396    	740.000000	682887    	740.000000	681809    	740.000000	3203.33   	740.000000	1620.49   	740.000000	3830.6    	740.000000	3562.44   	740.000000	4421.94   	
760.000000	700367    	760.000000	702368    	760.000000	706566    	760.000000	710220    	760.000000	709070    	760.000000	3308.12   	760.000000	1681.13   	760.000000	3968.82   	760.000000	3696.64   	760.000000	4595.32   	
780.000000	727617    	780.000000	729550    	780.000000	733954    	780.000000	737773    	780.000000	736549    	780.000000	3412.57   	780.000000	1742.15   	780.000000	4107.29   	780.000000	3831.46   	780.000000	4769.76   	
800.000000	755085    	800.000000	756937    	800.000000	761551    	800.000000	765535    	800.000000	764237    	800.000000	3516.66   	800.000000	1803.51   	800.000000	4245.97   	800.000000	3966.87   	800.000000	4945.17   	
820.000000	782759    	820.000000	784520    	820.000000	789348    	820.000000	793499    	820.000000	792125    	820.000000	3620.35   	820.000000	1865.2    	820.000000	4384.82   	820.000000	4102.81   	820.000000	5121.51   	
840.000000	810632    	840.000000	812291    	840.000000	817335    	840.000000	821655    	840.000000	820205    	840.000000	3723.64   	840.000000	1927.2    	840.000000	4523.79   	840.000000	4239.25   	840.000000	5298.69   	
860.000000	838694    	860.000000	840240    	860.000000	845504    	860.000000	849995    	860.000000	848467    	860.000000	3826.49   	860.000000	1989.52   	860.000000	4662.85   	860.000000	4376.13   	860.000000	5476.68   	
880.000000	866938    	880.000000	868359    	880.000000	873848    	880.000000	878512    	880.000000	876905    	880.000000	3928.89   	880.000000	2052.17   	880.000000	4801.95   	880.000000	4513.42   	880.000000	5655.41   	
900.000000	895355    	900.000000	896643    	900.000000	902360    	900.000000	907198    	900.000000	905511    	900.000000	4030.84   	900.000000	2115.13   	900.000000	4941.07   	900.000000	4651.09   	900.000000	5834.82   	
920.000000	923939    	920.000000	925082    	920.000000	931032    	920.000000	936046    	920.000000	934278    	920.000000	4132.31   	920.000000	2178.37   	920.000000	5080.18   	920.000000	4789.09   	920.000000	6014.87   	
940.000000	952680    	940.000000	953670    	940.000000	959858    	940.000000	965049    	940.000000	963199    	940.000000	4233.29   	940.000000	2241.86   	940.000000	5219.24   	940.000000	4927.39   	940.000000	6195.51   	
960.000000	981573    	960.000000	982401    	960.000000	988831    	960.000000	994202    	960.000000	992269    	960.000000	4333.77   	960.000000	2305.61   	960.000000	5358.23   	960.000000	5065.97   	960.000000	6376.7    	
980.000000	1.01061e+06	980.000000	1.01127e+06	980.000000	1.01795e+06	980.000000	1.0235e+06	980.000000	1.02148e+06	980.000000	4433.75   	980.000000	2369.63   	980.000000	5497.12   	980.000000	5204.8    	980.000000	6558.38   	
1000.000000	1.03979e+06	1000.000000	1.04026e+06	1000.000000	1.0472e+06	1000.000000	1.05293e+06	1000.000000	1.05083e+06	1000.000000	4533.22   	1000.000000	2433.92   	1000.000000	5635.9    	1000.000000	5343.83   	1000.000000	6740.53   	
1020.000000	1.06909e+06	1020.000000	1.06939e+06	1020.000000	1.07658e+06	1020.000000	1.08249e+06	1020.000000	1.08031e+06	1020.000000	4632.17   	1020.000000	2498.47   	1020.000000	5774.53   	1020.000000	5483.05   	1020.000000	6923.09   	
1040.000000	1.09853e+06	1040.000000	1.09863e+06	1040.000000	1.10609e+06	1040.000000	1.11218e+06	1040.000000	1.10991e+06	1040.000000	4730.59   	1040.000000	2563.28   	1040.000000	5913      	1040.000000	5622.44   	1040.000000	7106.04   	
1060.000000	1.12808e+06	1060.000000	1.12798e+06	1060.000000	1.13572e+06	1060.000000	1.142e+06 	1060.000000	1.13963e+06	1060.000000	4828.48   	1060.000000	2628.32   	1060.000000	6051.28   	1060.000000	5761.96   	1060.000000	7289.33   	
1080.000000	1.15775e+06	1080.000000	1.15744e+06	1080.000000	1.16547e+06	1080.000000	1.17192e+06	1080.000000	1.16947e+06	1080.000000	4925.83   	1080.000000	2693.58   	1080.000000	6189.37   	1080.000000	5901.6    	1080.000000	7472.94   	
1100.000000	1.18753e+06	1100.000000	1.187e+06 	1100.000000	1.19532e+06	1100.000000	1.20196e+06	1100.000000	1.19943e+06	1100.000000	5022.66   	1100.000000	2759.04   	1100.000000	6327.24   	1100.000000	6041.33   	1100.000000	7656.83   	
1120.000000	1.21741e+06	1120.000000	1.21667e+06	1120.000000	1.22528e+06	1120.000000	1.23211e+06	1120.000000	1.22948e+06	1120.000000	5118.94   	1120.000000	2824.72   	1120.000000	6464.88   	1120.000000	6181.13   	1120.000000	7840.97   	
1140.000000	1.24739e+06	1140.000000	1.24642e+06	1140.000000	1.25534e+06	1140.000000	1.26236e+06	1140.000000	1.25964e+06	1140.000000	5214.68   	1140.000000	2890.62   	1140.000000	6602.28   	1140.000000	6320.98   	1140.000000	8025.33   	
1160.000000	1.27746e+06	1160.000000	1.27627e+06	1160.000000	1.28551e+06	1160.000000	1.29271e+06	1160.000000	1.2899e+06	1160.000000	5309.88   	1160.000000	2956.74   	1160.000000	6739.42   	1160.000000	6460.87   	1160.000000	8209.89   	
1180.000000	1.30762e+06	1180.000000	1.3062e+06	1180.000000	1.31576e+06	1180.000000	1.32315e+06	1180.000000	1.32025e+06	1180.000000	5404.54   	1180.000000	3023.09   	1180.000000	6876.28   	1180.000000	6600.78   	1180.000000	8394.62   	
1200.000000	1.33787e+06	1200.000000	1.33621e+06	1200.000000	1.34611e+06	1200.000000	1.35369e+06	1200.000000	1.3507e+06	1200.000000	5498.65   	1200.000000	3089.66   	1200.000000	7012.86   	1200.000000	6740.68   	1200.000000	8579.49   	
1220.000000	1.3682e+06	1220.000000	1.3663e+06	1220.000000	1.37654e+06	1220.000000	1.38431e+06	1220.000000	1.38123e+06	1220.000000	5592.23   	1220.000000	3156.44   	1220.000000	7149.16   	1220.000000	6880.57   	1220.000000	8764.47   	
1240.000000	1.3986e+06	1240.000000	1.39646e+06	1240.000000	1.40705e+06	1240.000000	1.41502e+06	1240.000000	1.41184e+06	1240.000000	5685.26   	1240.000000	3223.41   	1240.000000	7285.14   	1240.000000	7020.42   	1240.000000	8949.56   	
1260.000000	1.42907e+06	1260.000000	1.42669e+06	1260.000000	1.43765e+06	1260.000000	1.4458e+06	1260.000000	1.44254e+06	1260.000000	5777.76   	1260.000000	3290.56   	1260.000000	7420.82   	1260.000000	7160.23   	1260.000000	9134.71   	
1280.000000	1.45961e+06	1280.000000	1.45699e+06	1280.000000	1.46832e+06	1280.000000	1.47667e+06	1280.000000	1.47331e+06	1280.000000	5869.71   	1280.000000	3357.89   	1280.000000	7556.17   	1280.000000	7299.99   	1280.000000	9319.92   	
1300.000000	1.49022e+06	1300.000000	1.48735e+06	1300.000000	1.49907e+06	1300.000000	1.50761e+06	1300.000000	1.50415e+06	1300.000000	5961.14   	1300.000000	3425.39   	1300.000000	7691.2    	1300.000000	7439.66   	1300.000000	9505.17   	
1320.000000	1.52089e+06	1320.000000	1.51777e+06	1320.000000	1.52989e+06	1320.000000	1.53862e+06	1320.000000	1.53507e+06	1320.000000	6052.02   	1320.000000	3493.06   	1320.000000	7825.89   	1320.000000	7579.26   	1320.000000	9690.43   	
1340.000000	1.55161e+06	1340.000000	1.54824e+06	1340.000000	1.56078e+06	1340.000000	1.56971e+06	1340.000000	1.56606e+06	1340.000000	6142.38   	1340.000000	3560.9    	1340.000000	7960.25   	1340.000000	7718.76   	1340.000000	9875.69   	
1360.000000	1.58239e+06	1360.000000	1.57877e+06	1360.000000	1.59173e+06	1360.000000	1.60085e+06	1360.000000	1.59711e+06	1360.000000	6232.21   	1360.000000	3628.91   	1360.000000	8094.25   	1360.000000	7858.15   	1360.000000	10060.9   	
1380.000000	1.61322e+06	1380.000000	1.60935e+06	1380.000000	1.62275e+06	1380.000000	1.63207e+06	1380.000000	1.62823e+06	1380.000000	6321.51   	1380.000000	3697.09   	1380.000000	8227.9    	1380.000000	7997.42   	1380.000000	10246.1   	
1400.000000	1.64409e+06	1400.000000	1.63998e+06	1400.000000	1.65383e+06	1400.000000	1.66334e+06	1400.000000	1.6594e+06	1400.000000	6410.29   	1400.000000	3765.43   	1400.000000	8361.19   	1400.000000	8136.57   	1400.000000	10431.3   	
1420.000000	1.67501e+06	1420.000000	1.67065e+06	1420.000000	1.68497e+06	1420.000000	1.69467e+06	1420.000000	1.69064e+06	1420.000000	6498.55   	1420.000000	3833.94   	1420.000000	8494.12   	1420.000000	8275.58   	1420.000000	10616.4   	
1440.000000	1.70596e+06	1440.000000	1.70137e+06	1440.000000	1.71616e+06	1440.000000	1.72606e+06	1440.000000	1.72193e+06	1440.000000	6586.3    	1440.000000	3902.61   	1440.000000	8626.68   	1440.000000	8414.44   	1440.000000	10801.4   	
1460.000000	1.73696e+06	1460.000000	1.73212e+06	1460.000000	1.74741e+06	1460.000000	1.75751e+06	1460.000000	1.75328e+06	1460.000000	6673.53   	1460.000000	3971.44   	1460.000000	8758.87   	1460.000000	8553.16   	1460.000000	10986.3   	
1480.000000	1.76799e+06	1480.000000	1.76291e+06	1480.000000	1.77871e+06	1480.000000	1.789e+06 	1480.000000	1.78468e+06	1480.000000	6760.26   	1480.000000	4040.42   	1480.000000	8890.69   	1480.000000	8691.7    	1480.000000	11171.1   	
1500.000000	1.79905e+06	1500.000000	1.79374e+06	1500.000000	1.81006e+06	1500.000000	1.82055e+06	1500.000000	1.81613e+06	1500.000000	6846.47   	1500.000000	4109.56   	1500.000000	9022.13   	1500.000000	8830.08   	1500.000000	11355.8   	
1520.000000	1.83014e+06	1520.000000	1.8246e+06	1520.000000	1.84146e+06	1520.000000	1.85215e+06	1520.000000	1.84762e+06	1520.000000	6932.19   	1520.000000	4178.85   	1520.000000	9153.19   	1520.000000	8968.28   	1520.000000	11540.3   	
1540.000000	1.86126e+06	1540.000000	1.85549e+06	1540.000000	1.87291e+06	1540.000000	1.88379e+06	1540.000000	1.87917e+06	1540.000000	7017.41   	1540.000000	4248.29   	1540.000000	9283.86   	1540.000000	9106.3    	1540.000000	11724.7   	
1560.000000	1.8924e+06	1560.000000	1.88641e+06	1560.000000	1.9044e+06	1560.000000	1.91548e+06	1560.000000	1.91075e+06	1560.000000	7102.14   	1560.000000	4317.88   	1560.000000	9414.15   	1560.000000	9244.13   	1560.000000	11909     	
1580.000000	1.92357e+06	1580.000000	1.91735e+06	1580.000000	1.93593e+06	1580.000000	1.94721e+06	1580.000000	1.94238e+06	1580.000000	7186.38   	1580.000000	4387.61   	1580.000000	9544.06   	1580.000000	9381.76   	1580.000000	12093.1   	
1600.000000	1.95475e+06	1600.000000	1.94832e+06	1600.000000	1.9675e+06	1600.000000	1.97898e+06	1600.000000	1.97406e+06	1600.000000	7270.13   	1600.000000	4457.5    	1600.000000	9673.58   	1600.000000	9519.19   	1600.000000	12277     	
1620.000000	1.98595e+06	1620.000000	1.97931e+06	1620.000000	1.99912e+06	1620.000000	2.01079e+06	1620.000000	2.00577e+06	1620.000000	7353.4    	1620.000000	4527.53   	1620.000000	9802.7    	1620.000000	9656.41   	1620.000000	12460.8   	
1640.000000	2.01717e+06	1640.000000	2.01032e+06	1640.000000	2.03077e+06	1640.000000	2.04264e+06	1640.000000	2.03752e+06	1640.000000	7436.2    	1640.000000	4597.71   	1640.000000	9931.44   	1640.000000	9793.42   	1640.000000	12644.3   	
1660.000000	2.0484e+06	1660.000000	2.04135e+06	1660.000000	2.06245e+06	1660.000000	2.07452e+06	1660.000000	2.0693e+06	1660.000000	7518.52   	1660.000000	4668.04   	1660.000000	10059.8   	1660.000000	9930.21   	1660.000000	12827.7   	
1680.000000	2.07964e+06	1680.000000	2.0724e+06	1680.000000	2.09417e+06	1680.000000	2.10644e+06	1680.000000	2.10112e+06	1680.000000	7600.38   	1680.000000	4738.51   	1680.000000	10187.7   	1680.000000	10066.8   	1680.000000	13010.9   	
1700.000000	2.11089e+06	1700.000000	2.10346e+06	1700.000000	2.12593e+06	1700.000000	2.1384e+06	1700.000000	2.13297e+06	1700.000000	7681.77   	1700.000000	4809.12   	1700.000000	10315.3   	1700.000000	10203.1   	1700.000000	13193.8   	
1750.000000	2.18904e+06	1750.000000	2.18117e+06	1750.000000	2.20545e+06	1750.000000	2.21842e+06	1750.000000	2.21275e+06	1750.000000	7883.24   	1750.000000	4986.25   	1750.000000	10632.5   	1750.000000	10543     	1750.000000	13650.2   	
1800.000000	2.2672e+06	1800.000000	2.25894e+06	1800.000000	2.28516e+06	1800.000000	2.29863e+06	1800.000000	2.2927e+06	1800.000000	8081.91   	1800.000000	5164.21   	1800.000000	10947.2   	1800.000000	10881.3   	1800.000000	14105.1   	
1850.000000	2.34534e+06	1850.000000	2.33675e+06	1850.000000	2.36503e+06	1850.000000	2.37901e+06	1850.000000	2.37282e+06	1850.000000	8277.83   	1850.000000	5342.97   	1850.000000	11259.4   	1850.000000	11218.1   	1850.000000	14558.4   	
1900.000000	2.42346e+06	1900.000000	2.41458e+06	1900.000000	2.44505e+06	1900.000000	2.45953e+06	1900.000000	2.45308e+06	1900.000000	8471.08   	1900.000000	5522.48   	1900.000000	11569.2   	1900.000000	11553.3   	1900.000000	15010.1   	
1950.000000	2.50151e+06	1950.000000	2.4924e+06	1950.000000	2.5252e+06	1950.000000	2.54018e+06	1950.000000	2.53348e+06	1950.000000	8661.72   	1950.000000	5702.72   	1950.000000	11876.6   	1950.000000	11886.8   	1950.000000	15460.1   	
2000.000000	2.57947e+06	2000.000000	2.57021e+06	2000.000000	2.60546e+06	2000.000000	2.62095e+06	2000.000000	2.61399e+06	2000.000000	8849.82   	2000.000000	5883.69   	2000.000000	12181.5   	2000.000000	12218.7   	2000.000000	15908.3   	
2100.000000	2.73509e+06	2100.000000	2.7257e+06	2100.000000	2.7663e+06	2100.000000	2.7828e+06	2100.000000	2.77532e+06	2100.000000	9218.62   	2100.000000	6247.83   	2100.000000	12784.1   	2100.000000	12877.5   	2100.000000	16799.2   	
2200.000000	2.89015e+06	2200.000000	2.88095e+06	2200.000000	2.92748e+06	2200.000000	2.94499e+06	2200.000000	2.93699e+06	2200.000000	9577.98   	2200.000000	6614.96   	2200.000000	13377.3   	2200.000000	13529.3   	2200.000000	17682.5   	
2300.000000	3.04455e+06	2300.000000	3.03583e+06	2300.000000	3.08891e+06	2300.000000	3.10742e+06	2300.000000	3.0989e+06	2300.000000	9928.36   	2300.000000	6985.09   	2300.000000	13961.3   	2300.000000	14174.2   	2300.000000	18557.8   	
2400.000000	3.19817e+06	2400.000000	3.19028e+06	2400.000000	3.25053e+06	2400.000000	3.27005e+06	2400.000000	3.261e+06 	2400.000000	10270.2   	2400.000000	7358.17   	2400.000000	14536.2   	2400.000000	14812.1   	2400.000000	19425.2   	
2500.000000	3.35093e+06	2500.000000	3.34421e+06	2500.000000	3.41228e+06	2500.000000	3.43281e+06	2500.000000	3.42324e+06	2500.000000	10603.9   	2500.000000	7734.11   	2500.000000	15102.2   	2500.000000	15442.9   	2500.000000	20284.4   	
2600.000000	3.50275e+06	2600.000000	3.49757e+06	2600.000000	3.57412e+06	2600.000000	3.59565e+06	2600.000000	3.58555e+06	2600.000000	10929.9   	2600.000000	8112.83   	2600.000000	15659.7   	2600.000000	16066.7   	2600.000000	21135.3   	
2700.000000	3.65357e+06	2700.000000	3.6503e+06	2700.000000	3.736e+06 	2700.000000	3.75853e+06	2700.000000	3.74791e+06	2700.000000	11248.6   	2700.000000	8494.27   	2700.000000	16208.9   	2700.000000	16683.6   	2700.000000	21978     	
2800.000000	3.80332e+06	2800.000000	3.80235e+06	2800.000000	3.89789e+06	2800.000000	3.92142e+06	2800.000000	3.91028e+06	2800.000000	11560.2   	2800.000000	8878.36   	2800.000000	16749.9   	2800.000000	17293.6   	2800.000000	22812.5   	
2900.000000	3.95196e+06	2900.000000	3.95369e+06	2900.000000	4.05975e+06	2900.000000	4.08429e+06	2900.000000	4.07262e+06	2900.000000	11865.2   	2900.000000	9265.07   	2900.000000	17283.1   	2900.000000	17896.8   	2900.000000	23638.8   	
3000.000000	4.09946e+06	3000.000000	4.10428e+06	3000.000000	4.22157e+06	3000.000000	4.24711e+06	3000.000000	4.23491e+06	3000.000000	12163.8   	3000.000000	9654.35   	3000.000000	17808.7   	3000.000000	18493.2   	3000.000000	24456.9   	
3200.000000	4.39087e+06	3200.000000	4.40311e+06	3200.000000	4.54497e+06	3200.000000	4.5725e+06	3200.000000	4.55926e+06	3200.000000	12743     	3200.000000	10440.5   	3200.000000	18837.7   	3200.000000	19666.4   	3200.000000	26069.2   	
3400.000000	4.67735e+06	3400.000000	4.69865e+06	3400.000000	4.86794e+06	3400.000000	4.89745e+06	3400.000000	4.88317e+06	3400.000000	13300     	3400.000000	11236.5   	3400.000000	19838.9   	3400.000000	20814.1   	3400.000000	27649.9   	
3600.000000	4.95878e+06	3600.000000	4.99078e+06	3600.000000	5.19038e+06	3600.000000	5.22186e+06	3600.000000	5.20654e+06	3600.000000	13836.6   	3600.000000	12042.3   	3600.000000	20813.7   	3600.000000	21937.1   	3600.000000	29200.1   	
3800.000000	5.23509e+06	3800.000000	5.27943e+06	3800.000000	5.51221e+06	3800.000000	5.54565e+06	3800.000000	5.52929e+06	3800.000000	14354.4   	3800.000000	12857.5   	3800.000000	21763.8   	3800.000000	23036.4   	3800.000000	30720.8   	
4000.000000	5.50623e+06	4000.000000	5.56454e+06	4000.000000	5.83336e+06	4000.000000	5.86875e+06	4000.000000	5.85137e+06	4000.000000	14855     	4000.000000	13682.1   	4000.000000	22690.5   	4000.000000	24112.9   	4000.000000	32212.8   	
4200.000000	5.77222e+06	4200.000000	5.84611e+06	4200.000000	6.15381e+06	4200.000000	6.19113e+06	4200.000000	6.17272e+06	4200.000000	15339.6   	4200.000000	14515.8   	4200.000000	23595.2   	4200.000000	25167.7   	4200.000000	33677.2   	
