! 2H range in H8C8
! apply ZOOM for details
Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al,Pergamon Press,NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick, improved mean charge formula for HI	Energy (MeV/u)6	5 - Range straggling - method [0] - LISE	Energy (MeV/u)7	6 - Range straggling - method [1] - Atima	Energy (MeV/u)8	7 - Lateral range - method [0] - LISE	Energy (MeV/u)9	8 - Lateral range - method [1] - Atima	Energy (MeV/u)10	9 - Lateral range - method [2] - PDG	
155.000000	320247    	155.000000	321325    	155.000000	322697    	155.000000	322875    	155.000000	324002    	155.000000	4717.38   	155.000000	2196.98   	155.000000	5607.88   	155.000000	4595.11   	155.000000	5557.29   	
160.000000	338544    	160.000000	339607    	160.000000	341081    	160.000000	341272    	160.000000	342458    	160.000000	4976.73   	160.000000	2314.91   	160.000000	5922.01   	160.000000	4847.11   	160.000000	5875.71   	
165.000000	357223    	165.000000	358282    	165.000000	359863    	165.000000	360068    	165.000000	361313    	165.000000	5240.72   	165.000000	2435.01   	165.000000	6242.4    	165.000000	5104.07   	165.000000	6201.08   	
170.000000	376278    	170.000000	377342    	170.000000	379036    	170.000000	379255    	170.000000	380560    	170.000000	5509.21   	170.000000	2557.18   	170.000000	6568.89   	170.000000	5365.88   	170.000000	6533.29   	
175.000000	395701    	175.000000	396781    	175.000000	398594    	175.000000	398827    	175.000000	400194    	175.000000	5782.08   	175.000000	2681.32   	175.000000	6901.35   	175.000000	5632.45   	175.000000	6872.22   	
180.000000	415487    	180.000000	416593    	180.000000	418531    	180.000000	418777    	180.000000	420207    	180.000000	6059.17   	180.000000	2807.45   	180.000000	7239.66   	180.000000	5903.7    	180.000000	7217.76   	
185.000000	435629    	185.000000	436771    	185.000000	438840    	185.000000	439101    	185.000000	440593    	185.000000	6340.39   	185.000000	2935.56   	185.000000	7583.68   	185.000000	6179.52   	185.000000	7569.79   	
190.000000	456123    	190.000000	457310    	190.000000	459515    	190.000000	459791    	190.000000	461347    	190.000000	6625.59   	190.000000	3065.55   	190.000000	7933.28   	190.000000	6459.83   	190.000000	7928.19   	
195.000000	476962    	195.000000	478202    	195.000000	480551    	195.000000	480841    	195.000000	482462    	195.000000	6914.67   	195.000000	3197.36   	195.000000	8288.33   	195.000000	6744.55   	195.000000	8292.88   	
200.000000	498141    	200.000000	499444    	200.000000	501941    	200.000000	502246    	200.000000	503932    	200.000000	7207.5    	200.000000	3331.03   	200.000000	8648.73   	200.000000	7033.59   	200.000000	8663.74   	
210.000000	541498    	210.000000	542950    	210.000000	545761    	210.000000	546097    	210.000000	547916    	210.000000	7803.99   	210.000000	3603.77   	210.000000	9385.06   	210.000000	7624.33   	210.000000	9423.55   	
220.000000	586151    	220.000000	587784    	220.000000	590928    	220.000000	591301    	220.000000	593256    	220.000000	8414.21   	220.000000	3883.23   	220.000000	10141.4   	220.000000	8231.41   	220.000000	10206.8   	
230.000000	632062    	230.000000	633905    	230.000000	637405    	230.000000	637816    	230.000000	639909    	230.000000	9037.35   	230.000000	4169.18   	230.000000	10916.8   	230.000000	8854.25   	230.000000	11012.8   	
240.000000	679194    	240.000000	681273    	240.000000	685152    	240.000000	685601    	240.000000	687834    	240.000000	9672.63   	240.000000	4461.38   	240.000000	11710.4   	240.000000	9492.27   	240.000000	11840.8   	
250.000000	727511    	250.000000	729850    	250.000000	734129    	250.000000	734617    	250.000000	736994    	250.000000	10319.3   	250.000000	4759.61   	250.000000	12521.6   	250.000000	10144.9   	250.000000	12690     	
260.000000	776978    	260.000000	779600    	260.000000	784301    	260.000000	784829    	260.000000	787351    	260.000000	10976.8   	260.000000	5063.66   	260.000000	13349.5   	260.000000	10811.7   	260.000000	13559.7   	
270.000000	827565    	270.000000	830488    	270.000000	835631    	270.000000	836200    	270.000000	838870    	270.000000	11644.3   	270.000000	5373.32   	270.000000	14193.4   	270.000000	11492.1   	270.000000	14449.4   	
280.000000	879238    	280.000000	882479    	280.000000	888085    	280.000000	888696    	280.000000	891516    	280.000000	12321.3   	280.000000	5688.43   	280.000000	15052.6   	280.000000	12185.6   	280.000000	15358.4   	
290.000000	931969    	290.000000	935544    	290.000000	941632    	290.000000	942285    	290.000000	945257    	290.000000	13007.1   	290.000000	6008.62   	290.000000	15926.4   	290.000000	12891.9   	290.000000	16286.1   	
300.000000	985730    	300.000000	989650    	300.000000	996239    	300.000000	996935    	300.000000	1.00006e+06	300.000000	13701.3   	300.000000	6333.62   	300.000000	16814.3   	300.000000	13610.3   	300.000000	17231.8   	
310.000000	1.04049e+06	310.000000	1.04477e+06	310.000000	1.05187e+06	310.000000	1.05262e+06	310.000000	1.0559e+06	310.000000	14403.3   	310.000000	6663.51   	310.000000	17715.6   	310.000000	14340.6   	310.000000	18195     	
320.000000	1.09623e+06	320.000000	1.10087e+06	320.000000	1.1085e+06	320.000000	1.1093e+06	320.000000	1.11274e+06	320.000000	15112.6   	320.000000	6998.01   	320.000000	18629.8   	320.000000	15082.3   	320.000000	19175.2   	
330.000000	1.15291e+06	330.000000	1.15793e+06	330.000000	1.16611e+06	330.000000	1.16695e+06	330.000000	1.17055e+06	330.000000	15828.7   	330.000000	7336.76   	330.000000	19556.2   	330.000000	15835     	330.000000	20171.9   	
340.000000	1.21052e+06	340.000000	1.21592e+06	340.000000	1.22466e+06	340.000000	1.22555e+06	340.000000	1.22931e+06	340.000000	16551.2   	340.000000	7679.67   	340.000000	20494.4   	340.000000	16598.4   	340.000000	21184.5   	
350.000000	1.26903e+06	350.000000	1.27481e+06	350.000000	1.28413e+06	350.000000	1.28508e+06	350.000000	1.289e+06 	350.000000	17279.6   	350.000000	8026.83   	350.000000	21443.8   	350.000000	17372     	350.000000	22212.4   	
360.000000	1.32842e+06	360.000000	1.33458e+06	360.000000	1.34449e+06	360.000000	1.34549e+06	360.000000	1.34958e+06	360.000000	18013.6   	360.000000	8378.18   	360.000000	22404     	360.000000	18155.5   	360.000000	23255.4   	
370.000000	1.38867e+06	370.000000	1.39521e+06	370.000000	1.40572e+06	370.000000	1.40678e+06	370.000000	1.41104e+06	370.000000	18752.9   	370.000000	8733.45   	370.000000	23374.5   	370.000000	18948.7   	370.000000	24312.9   	
380.000000	1.44975e+06	380.000000	1.45667e+06	380.000000	1.46781e+06	380.000000	1.46893e+06	380.000000	1.47335e+06	380.000000	19497.2   	380.000000	9092.45   	380.000000	24355     	380.000000	19751.3   	380.000000	25384.5   	
390.000000	1.51165e+06	390.000000	1.51895e+06	390.000000	1.53073e+06	390.000000	1.5319e+06	390.000000	1.53649e+06	390.000000	20246.1   	390.000000	9455.13   	390.000000	25345     	390.000000	20562.9   	390.000000	26470     	
400.000000	1.57433e+06	400.000000	1.58201e+06	400.000000	1.59446e+06	400.000000	1.59569e+06	400.000000	1.60044e+06	400.000000	20999.4   	400.000000	9821.42   	400.000000	26344.2   	400.000000	21383.3   	400.000000	27568.7   	
410.000000	1.6378e+06	410.000000	1.64585e+06	410.000000	1.65898e+06	410.000000	1.66026e+06	410.000000	1.66519e+06	410.000000	21756.6   	410.000000	10191.2   	410.000000	27352     	410.000000	22212.1   	410.000000	28680.4   	
420.000000	1.70202e+06	420.000000	1.71043e+06	420.000000	1.72426e+06	420.000000	1.7256e+06	420.000000	1.7307e+06	420.000000	22517.6   	420.000000	10564.2   	420.000000	28368.2   	420.000000	23049.1   	420.000000	29804.6   	
430.000000	1.76698e+06	430.000000	1.77575e+06	430.000000	1.79029e+06	430.000000	1.79168e+06	430.000000	1.79696e+06	430.000000	23281.9   	430.000000	10940.3   	430.000000	29392.4   	430.000000	23894     	430.000000	30940.9   	
440.000000	1.83266e+06	440.000000	1.84177e+06	440.000000	1.85704e+06	440.000000	1.85849e+06	440.000000	1.86394e+06	440.000000	24049.4   	440.000000	11319.3   	440.000000	30424.2   	440.000000	24746.6   	440.000000	32089.1   	
450.000000	1.89904e+06	450.000000	1.90849e+06	450.000000	1.92451e+06	450.000000	1.92602e+06	450.000000	1.93164e+06	450.000000	24819.7   	450.000000	11701.4   	450.000000	31463.3   	450.000000	25606.6   	450.000000	33248.6   	
460.000000	1.96611e+06	460.000000	1.97589e+06	460.000000	1.99266e+06	460.000000	1.99423e+06	460.000000	2.00004e+06	460.000000	25592.7   	460.000000	12086.7   	460.000000	32509.4   	460.000000	26473.7   	460.000000	34419.3   	
470.000000	2.03385e+06	470.000000	2.04395e+06	470.000000	2.06149e+06	470.000000	2.06312e+06	470.000000	2.0691e+06	470.000000	26368     	470.000000	12474.9   	470.000000	33562.1   	470.000000	27347.7   	470.000000	35600.7   	
480.000000	2.10224e+06	480.000000	2.11265e+06	480.000000	2.13097e+06	480.000000	2.13267e+06	480.000000	2.13883e+06	480.000000	27145.5   	480.000000	12865.9   	480.000000	34621.1   	480.000000	28228.4   	480.000000	36792.5   	
490.000000	2.17128e+06	490.000000	2.18198e+06	490.000000	2.20109e+06	490.000000	2.20286e+06	490.000000	2.20919e+06	490.000000	27924.9   	490.000000	13259.5   	490.000000	35686.2   	490.000000	29115.6   	490.000000	37994.5   	
500.000000	2.24094e+06	500.000000	2.25192e+06	500.000000	2.27183e+06	500.000000	2.27367e+06	500.000000	2.28019e+06	500.000000	28706     	500.000000	13655.6   	500.000000	36757     	500.000000	30009     	500.000000	39206.2   	
520.000000	2.38208e+06	520.000000	2.39357e+06	520.000000	2.41513e+06	520.000000	2.4171e+06	520.000000	2.42399e+06	520.000000	30272.7   	520.000000	14455.4   	520.000000	38915     	520.000000	31813.7   	520.000000	41657.9   	
540.000000	2.52556e+06	540.000000	2.5375e+06	540.000000	2.56075e+06	540.000000	2.56286e+06	540.000000	2.57011e+06	540.000000	31844     	540.000000	15265.3   	540.000000	41092.9   	540.000000	33640.9   	540.000000	44145.4   	
560.000000	2.67126e+06	560.000000	2.6836e+06	560.000000	2.70857e+06	560.000000	2.71083e+06	560.000000	2.71845e+06	560.000000	33418.7   	560.000000	16084     	560.000000	43289     	560.000000	35489.3   	560.000000	46666.5   	
580.000000	2.8191e+06	580.000000	2.83176e+06	580.000000	2.8585e+06	580.000000	2.8609e+06	580.000000	2.86889e+06	580.000000	34995.5   	580.000000	16911     	580.000000	45501.4   	580.000000	37357.3   	580.000000	49219.2   	
600.000000	2.96897e+06	600.000000	2.98188e+06	600.000000	3.01043e+06	600.000000	3.01297e+06	600.000000	3.02134e+06	600.000000	36573.4   	600.000000	17746     	600.000000	47728.4   	600.000000	39243.6   	600.000000	51801.6   	
620.000000	3.1208e+06	620.000000	3.13389e+06	620.000000	3.16427e+06	620.000000	3.16696e+06	620.000000	3.17571e+06	620.000000	38151.4   	620.000000	18588.7   	620.000000	49968.7   	620.000000	41147     	620.000000	54411.9   	
640.000000	3.27448e+06	640.000000	3.28768e+06	640.000000	3.31994e+06	640.000000	3.32278e+06	640.000000	3.3319e+06	640.000000	39728.6   	640.000000	19438.7   	640.000000	52220.8   	640.000000	43066.4   	640.000000	57048.4   	
660.000000	3.42995e+06	660.000000	3.44318e+06	660.000000	3.47734e+06	660.000000	3.48033e+06	660.000000	3.48984e+06	660.000000	41304.3   	660.000000	20295.8   	660.000000	54483.4   	660.000000	45000.5   	660.000000	59709.5   	
680.000000	3.58713e+06	680.000000	3.60031e+06	680.000000	3.63641e+06	680.000000	3.63955e+06	680.000000	3.64944e+06	680.000000	42877.5   	680.000000	21159.5   	680.000000	56755.2   	680.000000	46948.5   	680.000000	62393.6   	
700.000000	3.74593e+06	700.000000	3.759e+06 	700.000000	3.79707e+06	700.000000	3.80035e+06	700.000000	3.81063e+06	700.000000	44447.8   	700.000000	22029.7   	700.000000	59035.1   	700.000000	48909.3   	700.000000	65099.4   	
720.000000	3.9063e+06	720.000000	3.91917e+06	720.000000	3.95923e+06	720.000000	3.96267e+06	720.000000	3.97334e+06	720.000000	46014.5   	720.000000	22906.1   	720.000000	61322.2   	720.000000	50882     	720.000000	67825.4   	
740.000000	4.06816e+06	740.000000	4.08076e+06	740.000000	4.12283e+06	740.000000	4.12644e+06	740.000000	4.1375e+06	740.000000	47577.1   	740.000000	23788.6   	740.000000	63615.3   	740.000000	52865.7   	740.000000	70570.4   	
760.000000	4.23145e+06	760.000000	4.24371e+06	760.000000	4.28782e+06	760.000000	4.2916e+06	760.000000	4.30305e+06	760.000000	49135.1   	760.000000	24676.3   	760.000000	65913.7   	760.000000	54859.6   	760.000000	73333.1   	
780.000000	4.3961e+06	780.000000	4.40795e+06	780.000000	4.45413e+06	780.000000	4.45808e+06	780.000000	4.46993e+06	780.000000	50688.1   	780.000000	25569     	780.000000	68216.3   	780.000000	56862.9   	780.000000	76112.4   	
800.000000	4.56207e+06	800.000000	4.57343e+06	800.000000	4.62171e+06	800.000000	4.62584e+06	800.000000	4.63808e+06	800.000000	52235.6   	800.000000	26466.6   	800.000000	70522.5   	800.000000	58875     	800.000000	78907.2   	
820.000000	4.72929e+06	820.000000	4.7401e+06	820.000000	4.79051e+06	820.000000	4.7948e+06	820.000000	4.80744e+06	820.000000	53777.3   	820.000000	27369.2   	820.000000	72831.5   	820.000000	60895     	820.000000	81716.5   	
840.000000	4.8977e+06	840.000000	4.9079e+06	840.000000	4.96046e+06	840.000000	4.96493e+06	840.000000	4.97797e+06	840.000000	55313     	840.000000	28276.9   	840.000000	75142.6   	840.000000	62922.4   	840.000000	84539.2   	
860.000000	5.06727e+06	860.000000	5.07677e+06	860.000000	5.13153e+06	860.000000	5.13618e+06	860.000000	5.14961e+06	860.000000	56842.2   	860.000000	29189.6   	860.000000	77455.2   	860.000000	64956.4   	860.000000	87374.4   	
880.000000	5.23792e+06	880.000000	5.24668e+06	880.000000	5.30366e+06	880.000000	5.30849e+06	880.000000	5.32231e+06	880.000000	58364.8   	880.000000	30107     	880.000000	79768.6   	880.000000	66996.7   	880.000000	90221.3   	
900.000000	5.40963e+06	900.000000	5.41757e+06	900.000000	5.47682e+06	900.000000	5.48182e+06	900.000000	5.49604e+06	900.000000	59880.6   	900.000000	31028.9   	900.000000	82082.4   	900.000000	69042.4   	900.000000	93079     	
920.000000	5.58234e+06	920.000000	5.58941e+06	920.000000	5.65095e+06	920.000000	5.65613e+06	920.000000	5.67076e+06	920.000000	61389.3   	920.000000	31954.8   	920.000000	84395.9   	920.000000	71093.3   	920.000000	95946.7   	
940.000000	5.756e+06 	940.000000	5.76215e+06	940.000000	5.82602e+06	940.000000	5.83138e+06	940.000000	5.84641e+06	940.000000	62890.8   	940.000000	32884.5   	940.000000	86708.8   	940.000000	73148.7   	940.000000	98823.6   	
960.000000	5.93058e+06	960.000000	5.93575e+06	960.000000	6.002e+06 	960.000000	6.00753e+06	960.000000	6.02296e+06	960.000000	64385     	960.000000	33817.9   	960.000000	89020.5   	960.000000	75208.2   	960.000000	101709    	
980.000000	6.10604e+06	980.000000	6.11017e+06	980.000000	6.17883e+06	980.000000	6.18455e+06	980.000000	6.20037e+06	980.000000	65871.6   	980.000000	34754.8   	980.000000	91330.6   	980.000000	77271.3   	980.000000	104602    	
1000.000000	6.28233e+06	1000.000000	6.28538e+06	1000.000000	6.3565e+06	1000.000000	6.36239e+06	1000.000000	6.37862e+06	1000.000000	67350.5   	1000.000000	35695.2   	1000.000000	93638.7   	1000.000000	79337.6   	1000.000000	107503    	
1020.000000	6.45942e+06	1020.000000	6.46134e+06	1020.000000	6.53495e+06	1020.000000	6.54103e+06	1020.000000	6.55766e+06	1020.000000	68821.8   	1020.000000	36639     	1020.000000	95944.6   	1020.000000	81406.8   	1020.000000	110410    	
1040.000000	6.63726e+06	1040.000000	6.63801e+06	1040.000000	6.71417e+06	1040.000000	6.72043e+06	1040.000000	6.73746e+06	1040.000000	70285.3   	1040.000000	37586.3   	1040.000000	98247.7   	1040.000000	83478.4   	1040.000000	113322    	
1060.000000	6.81584e+06	1060.000000	6.81537e+06	1060.000000	6.89412e+06	1060.000000	6.90056e+06	1060.000000	6.918e+06 	1060.000000	71740.9   	1060.000000	38536.8   	1060.000000	100548    	1060.000000	85552     	1060.000000	116241    	
1080.000000	6.9951e+06	1080.000000	6.99338e+06	1080.000000	7.07478e+06	1080.000000	7.08139e+06	1080.000000	7.09924e+06	1080.000000	73188.5   	1080.000000	39490.5   	1080.000000	102845    	1080.000000	87627.4   	1080.000000	119164    	
1100.000000	7.17502e+06	1100.000000	7.17202e+06	1100.000000	7.25611e+06	1100.000000	7.2629e+06	1100.000000	7.28115e+06	1100.000000	74628.2   	1100.000000	40447.3   	1100.000000	105138    	1100.000000	89704.1   	1100.000000	122091    	
1120.000000	7.35557e+06	1120.000000	7.35124e+06	1120.000000	7.43808e+06	1120.000000	7.44506e+06	1120.000000	7.46371e+06	1120.000000	76059.9   	1120.000000	41407.1   	1120.000000	107428    	1120.000000	91782     	1120.000000	125023    	
1140.000000	7.53671e+06	1140.000000	7.53104e+06	1140.000000	7.62068e+06	1140.000000	7.62784e+06	1140.000000	7.6469e+06	1140.000000	77483.5   	1140.000000	42370     	1140.000000	109713    	1140.000000	93860.7   	1140.000000	127958    	
1160.000000	7.71842e+06	1160.000000	7.71137e+06	1160.000000	7.80387e+06	1160.000000	7.81122e+06	1160.000000	7.83068e+06	1160.000000	78899.1   	1160.000000	43335.8   	1160.000000	111994    	1160.000000	95939.8   	1160.000000	130895    	
1180.000000	7.90067e+06	1180.000000	7.89222e+06	1180.000000	7.98764e+06	1180.000000	7.99517e+06	1180.000000	8.01504e+06	1180.000000	80306.6   	1180.000000	44304.5   	1180.000000	114271    	1180.000000	98019.3   	1180.000000	133836    	
1200.000000	8.08343e+06	1200.000000	8.07356e+06	1200.000000	8.17196e+06	1200.000000	8.17967e+06	1200.000000	8.19995e+06	1200.000000	81706.1   	1200.000000	45276     	1200.000000	116543    	1200.000000	100099    	1200.000000	136778    	
1220.000000	8.26668e+06	1220.000000	8.25536e+06	1220.000000	8.35681e+06	1220.000000	8.36471e+06	1220.000000	8.38538e+06	1220.000000	83097.5   	1220.000000	46250.2   	1220.000000	118810    	1220.000000	102178    	1220.000000	139722    	
1240.000000	8.45038e+06	1240.000000	8.43761e+06	1240.000000	8.54217e+06	1240.000000	8.55025e+06	1240.000000	8.57133e+06	1240.000000	84480.9   	1240.000000	47227.2   	1240.000000	121072    	1240.000000	104257    	1240.000000	142668    	
1260.000000	8.63452e+06	1260.000000	8.62027e+06	1260.000000	8.72802e+06	1260.000000	8.73628e+06	1260.000000	8.75777e+06	1260.000000	85856.3   	1260.000000	48206.9   	1260.000000	123329    	1260.000000	106335    	1260.000000	145614    	
1280.000000	8.81906e+06	1280.000000	8.80334e+06	1280.000000	8.91435e+06	1280.000000	8.92279e+06	1280.000000	8.94468e+06	1280.000000	87223.6   	1280.000000	49189.2   	1280.000000	125580    	1280.000000	108412    	1280.000000	148562    	
1300.000000	9.004e+06 	1300.000000	8.98678e+06	1300.000000	9.10112e+06	1300.000000	9.10974e+06	1300.000000	9.13204e+06	1300.000000	88583     	1300.000000	50174     	1300.000000	127827    	1300.000000	110488    	1300.000000	151510    	
1320.000000	9.1893e+06	1320.000000	9.17059e+06	1320.000000	9.28833e+06	1320.000000	9.29713e+06	1320.000000	9.31984e+06	1320.000000	89934.5   	1320.000000	51161.4   	1320.000000	130067    	1320.000000	112563    	1320.000000	154458    	
1340.000000	9.37494e+06	1340.000000	9.35473e+06	1340.000000	9.47595e+06	1340.000000	9.48494e+06	1340.000000	9.50805e+06	1340.000000	91278.1   	1340.000000	52151.4   	1340.000000	132302    	1340.000000	114637    	1340.000000	157405    	
1360.000000	9.5609e+06	1360.000000	9.5392e+06	1360.000000	9.66397e+06	1360.000000	9.67315e+06	1360.000000	9.69666e+06	1360.000000	92613.8   	1360.000000	53143.8   	1360.000000	134531    	1360.000000	116709    	1360.000000	160353    	
1380.000000	9.74717e+06	1380.000000	9.72398e+06	1380.000000	9.85237e+06	1380.000000	9.86175e+06	1380.000000	9.88566e+06	1380.000000	93941.7   	1380.000000	54138.6   	1380.000000	136755    	1380.000000	118779    	1380.000000	163299    	
1400.000000	9.93372e+06	1400.000000	9.90904e+06	1400.000000	1.00411e+07	1400.000000	1.00507e+07	1400.000000	1.0075e+07	1400.000000	95261.8   	1400.000000	55135.8   	1400.000000	138972    	1400.000000	120847    	1400.000000	166245    	
1420.000000	1.01205e+07	1420.000000	1.00944e+07	1420.000000	1.02303e+07	1420.000000	1.024e+07 	1420.000000	1.02648e+07	1420.000000	96574.2   	1420.000000	56135.4   	1420.000000	141183    	1420.000000	122914    	1420.000000	169190    	
1440.000000	1.03076e+07	1440.000000	1.028e+07 	1440.000000	1.04197e+07	1440.000000	1.04297e+07	1440.000000	1.04548e+07	1440.000000	97878.9   	1440.000000	57137.3   	1440.000000	143389    	1440.000000	124978    	1440.000000	172133    	
1460.000000	1.04949e+07	1460.000000	1.04658e+07	1460.000000	1.06095e+07	1460.000000	1.06197e+07	1460.000000	1.06452e+07	1460.000000	99176     	1460.000000	58141.5   	1460.000000	145588    	1460.000000	127040    	1460.000000	175075    	
1480.000000	1.06824e+07	1480.000000	1.06518e+07	1480.000000	1.07996e+07	1480.000000	1.081e+07 	1480.000000	1.0836e+07	1480.000000	100465    	1480.000000	59148     	1480.000000	147780    	1480.000000	129099    	1480.000000	178014    	
1500.000000	1.087e+07 	1500.000000	1.08381e+07	1500.000000	1.099e+07 	1500.000000	1.10006e+07	1500.000000	1.1027e+07	1500.000000	101747    	1500.000000	60156.7   	1500.000000	149967    	1500.000000	131156    	1500.000000	180952    	
1520.000000	1.10579e+07	1520.000000	1.10246e+07	1520.000000	1.11807e+07	1520.000000	1.11915e+07	1520.000000	1.12183e+07	1520.000000	103022    	1520.000000	61167.6   	1520.000000	152147    	1520.000000	133210    	1520.000000	183888    	
1540.000000	1.12459e+07	1540.000000	1.12112e+07	1540.000000	1.13717e+07	1540.000000	1.13827e+07	1540.000000	1.14099e+07	1540.000000	104289    	1540.000000	62180.7   	1540.000000	154321    	1540.000000	135262    	1540.000000	186821    	
1560.000000	1.14341e+07	1560.000000	1.1398e+07	1560.000000	1.1563e+07	1560.000000	1.15742e+07	1560.000000	1.16018e+07	1560.000000	105549    	1560.000000	63196     	1560.000000	156489    	1560.000000	137311    	1560.000000	189752    	
1580.000000	1.16224e+07	1580.000000	1.1585e+07	1580.000000	1.17545e+07	1580.000000	1.17659e+07	1580.000000	1.17939e+07	1580.000000	106802    	1580.000000	64213.5   	1580.000000	158650    	1580.000000	139357    	1580.000000	192680    	
1600.000000	1.18108e+07	1600.000000	1.17721e+07	1600.000000	1.19463e+07	1600.000000	1.19579e+07	1600.000000	1.19863e+07	1600.000000	108047    	1600.000000	65233     	1600.000000	160804    	1600.000000	141399    	1600.000000	195605    	
1620.000000	1.19994e+07	1620.000000	1.19594e+07	1620.000000	1.21383e+07	1620.000000	1.21501e+07	1620.000000	1.21789e+07	1620.000000	109285    	1620.000000	66254.8   	1620.000000	162952    	1620.000000	143439    	1620.000000	198528    	
1640.000000	1.2188e+07	1640.000000	1.21467e+07	1640.000000	1.23305e+07	1640.000000	1.23425e+07	1640.000000	1.23717e+07	1640.000000	110516    	1640.000000	67278.6   	1640.000000	165094    	1640.000000	145476    	1640.000000	201447    	
1660.000000	1.23767e+07	1660.000000	1.23342e+07	1660.000000	1.2523e+07	1660.000000	1.25352e+07	1660.000000	1.25648e+07	1660.000000	111740    	1660.000000	68304.6   	1660.000000	167229    	1660.000000	147509    	1660.000000	204363    	
1680.000000	1.25654e+07	1680.000000	1.25218e+07	1680.000000	1.27157e+07	1680.000000	1.27281e+07	1680.000000	1.27581e+07	1680.000000	112957    	1680.000000	69332.7   	1680.000000	169358    	1680.000000	149539    	1680.000000	207275    	
1700.000000	1.27543e+07	1700.000000	1.27095e+07	1700.000000	1.29085e+07	1700.000000	1.29212e+07	1700.000000	1.29515e+07	1700.000000	114167    	1700.000000	70362.8   	1700.000000	171480    	1700.000000	151566    	1700.000000	210185    	
1750.000000	1.32265e+07	1750.000000	1.31791e+07	1750.000000	1.33916e+07	1750.000000	1.34047e+07	1750.000000	1.34361e+07	1750.000000	117163    	1750.000000	72946.9   	1750.000000	176756    	1750.000000	156618    	1750.000000	217442    	
1800.000000	1.36987e+07	1800.000000	1.3649e+07	1800.000000	1.38757e+07	1800.000000	1.38894e+07	1800.000000	1.39217e+07	1800.000000	120117    	1800.000000	75543     	1800.000000	181992    	1800.000000	161647    	1800.000000	224674    	
1850.000000	1.41709e+07	1850.000000	1.41191e+07	1850.000000	1.43608e+07	1850.000000	1.4375e+07	1850.000000	1.44084e+07	1850.000000	123030    	1850.000000	78150.4   	1850.000000	187186    	1850.000000	166654    	1850.000000	231882    	
1900.000000	1.46429e+07	1900.000000	1.45894e+07	1900.000000	1.48469e+07	1900.000000	1.48615e+07	1900.000000	1.48959e+07	1900.000000	125903    	1900.000000	80768.7   	1900.000000	192340    	1900.000000	171636    	1900.000000	239063    	
1950.000000	1.51145e+07	1950.000000	1.50596e+07	1950.000000	1.53337e+07	1950.000000	1.53489e+07	1950.000000	1.53842e+07	1950.000000	128737    	1950.000000	83397.5   	1950.000000	197453    	1950.000000	176595    	1950.000000	246216    	
2000.000000	1.55856e+07	2000.000000	1.55298e+07	2000.000000	1.58212e+07	2000.000000	1.58369e+07	2000.000000	1.58733e+07	2000.000000	131534    	2000.000000	86036.9   	2000.000000	202526    	2000.000000	181528    	2000.000000	253340    	
2100.000000	1.65259e+07	2100.000000	1.64693e+07	2100.000000	1.67982e+07	2100.000000	1.68149e+07	2100.000000	1.68532e+07	2100.000000	137017    	2100.000000	91347.5   	2100.000000	212551    	2100.000000	191321    	2100.000000	267500    	
2200.000000	1.74628e+07	2200.000000	1.74073e+07	2200.000000	1.77771e+07	2200.000000	1.77948e+07	2200.000000	1.78352e+07	2200.000000	142359    	2200.000000	96702.1   	2200.000000	222419    	2200.000000	201010    	2200.000000	281537    	
2300.000000	1.83957e+07	2300.000000	1.83432e+07	2300.000000	1.87576e+07	2300.000000	1.87763e+07	2300.000000	1.88186e+07	2300.000000	147568    	2300.000000	102100    	2300.000000	232133    	2300.000000	210596    	2300.000000	295446    	
2400.000000	1.9324e+07	2400.000000	1.92764e+07	2400.000000	1.97393e+07	2400.000000	1.9759e+07	2400.000000	1.98032e+07	2400.000000	152650    	2400.000000	107541    	2400.000000	241697    	2400.000000	220078    	2400.000000	309226    	
2500.000000	2.0247e+07	2500.000000	2.02065e+07	2500.000000	2.07217e+07	2500.000000	2.07424e+07	2500.000000	2.07886e+07	2500.000000	157610    	2500.000000	113021    	2500.000000	251114    	2500.000000	229455    	2500.000000	322875    	
2600.000000	2.11644e+07	2600.000000	2.11332e+07	2600.000000	2.17047e+07	2600.000000	2.17264e+07	2600.000000	2.17745e+07	2600.000000	162456    	2600.000000	118540    	2600.000000	260388    	2600.000000	238728    	2600.000000	336392    	
2700.000000	2.20756e+07	2700.000000	2.2056e+07	2700.000000	2.26879e+07	2700.000000	2.27106e+07	2700.000000	2.27606e+07	2700.000000	167193    	2700.000000	124096    	2700.000000	269523    	2700.000000	247897    	2700.000000	349777    	
2800.000000	2.29805e+07	2800.000000	2.29747e+07	2800.000000	2.36711e+07	2800.000000	2.36948e+07	2800.000000	2.37467e+07	2800.000000	171825    	2800.000000	129689    	2800.000000	278523    	2800.000000	256964    	2800.000000	363029    	
2900.000000	2.38786e+07	2900.000000	2.38892e+07	2900.000000	2.46542e+07	2900.000000	2.46789e+07	2900.000000	2.47327e+07	2900.000000	176358    	2900.000000	135320    	2900.000000	287392    	2900.000000	265930    	2900.000000	376150    	
