! 1H range in H8C8
! apply ZOOM for details
Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al,Pergamon Press,NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick, improved mean charge formula for HI	Energy (MeV/u)6	5 - Range straggling - method [0] - LISE	Energy (MeV/u)7	6 - Range straggling - method [1] - Atima	Energy (MeV/u)8	7 - Lateral range - method [0] - LISE	Energy (MeV/u)9	8 - Lateral range - method [1] - Atima	Energy (MeV/u)10	9 - Lateral range - method [2] - PDG	
210.000000	270883    	210.000000	271610    	210.000000	273016    	210.000000	273184    	210.000000	274094    	210.000000	5519.63   	210.000000	2548.88   	210.000000	6412.89   	210.000000	5393.19   	210.000000	6472.46   	
220.000000	293221    	220.000000	294038    	220.000000	295611    	220.000000	295798    	220.000000	296775    	220.000000	5951.23   	220.000000	2746.54   	220.000000	6929.67   	220.000000	5822.61   	220.000000	7011.12   	
230.000000	316188    	230.000000	317110    	230.000000	318861    	230.000000	319066    	230.000000	320113    	230.000000	6391.96   	230.000000	2948.79   	230.000000	7459.51   	230.000000	6263.19   	230.000000	7565.45   	
240.000000	339766    	240.000000	340806    	240.000000	342746    	240.000000	342971    	240.000000	344088    	240.000000	6841.28   	240.000000	3155.46   	240.000000	8001.83   	240.000000	6714.49   	240.000000	8134.93   	
250.000000	363936    	250.000000	365106    	250.000000	367247    	250.000000	367491    	250.000000	368680    	250.000000	7298.69   	250.000000	3366.39   	250.000000	8556.1    	250.000000	7176.16   	250.000000	8719.07   	
260.000000	388682    	260.000000	389994    	260.000000	392345    	260.000000	392609    	260.000000	393871    	260.000000	7763.68   	260.000000	3581.44   	260.000000	9121.79   	260.000000	7647.81   	260.000000	9317.41   	
270.000000	413988    	270.000000	415450    	270.000000	418023    	270.000000	418308    	270.000000	419643    	270.000000	8235.8    	270.000000	3800.45   	270.000000	9698.43   	270.000000	8129.1    	270.000000	9929.49   	
280.000000	439837    	280.000000	441459    	280.000000	444263    	280.000000	444569    	280.000000	445979    	280.000000	8714.62   	280.000000	4023.33   	280.000000	10285.5   	280.000000	8619.67   	280.000000	10554.9   	
290.000000	466216    	290.000000	468004    	290.000000	471050    	290.000000	471376    	290.000000	472863    	290.000000	9199.72   	290.000000	4249.79   	290.000000	10882.6   	290.000000	9119.22   	290.000000	11193.1   	
300.000000	493109    	300.000000	495071    	300.000000	498367    	300.000000	498715    	300.000000	500279    	300.000000	9690.71   	300.000000	4479.66   	300.000000	11489.3   	300.000000	9627.43   	300.000000	11843.9   	
310.000000	520504    	310.000000	522643    	310.000000	526197    	310.000000	526569    	310.000000	528211    	310.000000	10187.2   	310.000000	4712.98   	310.000000	12105.2   	310.000000	10144     	310.000000	12506.7   	
320.000000	548386    	320.000000	550708    	320.000000	554526    	320.000000	554924    	320.000000	556645    	320.000000	10688.9   	320.000000	4949.57   	320.000000	12729.8   	320.000000	10668.6   	320.000000	13181.3   	
330.000000	576743    	330.000000	579251    	330.000000	583343    	330.000000	583766    	330.000000	585566    	330.000000	11195.4   	330.000000	5189.16   	330.000000	13362.8   	330.000000	11201.1   	330.000000	13867.2   	
340.000000	605562    	340.000000	608260    	340.000000	612632    	340.000000	613081    	340.000000	614962    	340.000000	11706.4   	340.000000	5431.69   	340.000000	14003.9   	340.000000	11741     	340.000000	14564.1   	
350.000000	634832    	350.000000	637721    	350.000000	642381    	350.000000	642857    	350.000000	644819    	350.000000	12221.6   	350.000000	5677.24   	350.000000	14652.6   	350.000000	12288.3   	350.000000	15271.6   	
360.000000	664542    	360.000000	667622    	360.000000	672578    	360.000000	673081    	360.000000	675125    	360.000000	12740.7   	360.000000	5925.74   	360.000000	15308.7   	360.000000	12842.5   	360.000000	15989.5   	
370.000000	694680    	370.000000	697952    	370.000000	703211    	370.000000	703741    	370.000000	705868    	370.000000	13263.6   	370.000000	6177.01   	370.000000	15971.9   	370.000000	13403.6   	370.000000	16717.4   	
380.000000	725235    	380.000000	728698    	380.000000	734271    	380.000000	734828    	380.000000	737039    	380.000000	13790     	380.000000	6430.93   	380.000000	16641.9   	380.000000	13971.3   	380.000000	17455.1   	
390.000000	756198    	390.000000	759851    	390.000000	765747    	390.000000	766331    	390.000000	768626    	390.000000	14319.7   	390.000000	6687.44   	390.000000	17318.3   	390.000000	14545.4   	390.000000	18202.3   	
400.000000	787558    	400.000000	791399    	400.000000	797627    	400.000000	798239    	400.000000	800619    	400.000000	14852.5   	400.000000	6946.52   	400.000000	18001.1   	400.000000	15125.7   	400.000000	18958.7   	
410.000000	819306    	410.000000	823332    	410.000000	829900    	410.000000	830541    	410.000000	833006    	410.000000	15388.1   	410.000000	7208.06   	410.000000	18689.7   	410.000000	15711.9   	410.000000	19724     	
420.000000	851432    	420.000000	855640    	420.000000	862557    	420.000000	863226    	420.000000	865778    	420.000000	15926.3   	420.000000	7471.89   	420.000000	19384.1   	420.000000	16304     	420.000000	20498     	
430.000000	883927    	430.000000	888314    	430.000000	895588    	430.000000	896285    	430.000000	898924    	430.000000	16466.9   	430.000000	7737.85   	430.000000	20083.9   	430.000000	16901.7   	430.000000	21280.4   	
440.000000	916783    	440.000000	921344    	440.000000	928982    	440.000000	929709    	440.000000	932435    	440.000000	17009.7   	440.000000	8005.94   	440.000000	20789     	440.000000	17504.7   	440.000000	22070.9   	
450.000000	949991    	450.000000	954721    	450.000000	962732    	450.000000	963487    	450.000000	966301    	450.000000	17554.6   	450.000000	8276.22   	450.000000	21499     	450.000000	18113     	450.000000	22869.4   	
460.000000	983542    	460.000000	988437    	460.000000	996827    	460.000000	997612    	460.000000	1.00051e+06	460.000000	18101.3   	460.000000	8548.68   	460.000000	22213.7   	460.000000	18726.4   	460.000000	23675.4   	
470.000000	1.01743e+06	470.000000	1.02248e+06	470.000000	1.03126e+06	470.000000	1.03207e+06	470.000000	1.03506e+06	470.000000	18649.6   	470.000000	8823.26   	470.000000	22933     	470.000000	19344.6   	470.000000	24489     	
480.000000	1.05164e+06	480.000000	1.05685e+06	480.000000	1.06601e+06	480.000000	1.06686e+06	480.000000	1.06994e+06	480.000000	19199.5   	480.000000	9099.83   	480.000000	23656.7   	480.000000	19967.6   	480.000000	25309.7   	
490.000000	1.08618e+06	490.000000	1.09153e+06	490.000000	1.10109e+06	490.000000	1.10197e+06	490.000000	1.10515e+06	490.000000	19750.8   	490.000000	9378.22   	490.000000	24384.4   	490.000000	20595.1   	490.000000	26137.4   	
500.000000	1.12103e+06	500.000000	1.12652e+06	500.000000	1.13648e+06	500.000000	1.1374e+06	500.000000	1.14066e+06	500.000000	20303.3   	500.000000	9658.37   	500.000000	25116.1   	500.000000	21227.1   	500.000000	26971.9   	
520.000000	1.19163e+06	520.000000	1.19738e+06	520.000000	1.20816e+06	520.000000	1.20915e+06	520.000000	1.2126e+06	520.000000	21411.3   	520.000000	10224.1   	520.000000	26590.6   	520.000000	22503.6   	520.000000	28660.4   	
540.000000	1.26341e+06	540.000000	1.26938e+06	540.000000	1.28101e+06	540.000000	1.28207e+06	540.000000	1.28569e+06	540.000000	22522.7   	540.000000	10796.8   	540.000000	28078.8   	540.000000	23796.1   	540.000000	30373.6   	
560.000000	1.33629e+06	560.000000	1.34247e+06	560.000000	1.35496e+06	560.000000	1.35609e+06	560.000000	1.3599e+06	560.000000	23636.5   	560.000000	11375.9   	560.000000	29579.3   	560.000000	25103.6   	560.000000	32110     	
580.000000	1.41025e+06	580.000000	1.41658e+06	580.000000	1.42996e+06	580.000000	1.43116e+06	580.000000	1.43516e+06	580.000000	24751.7   	580.000000	11960.8   	580.000000	31091     	580.000000	26424.9   	580.000000	33868.3   	
600.000000	1.48522e+06	600.000000	1.49168e+06	600.000000	1.50596e+06	600.000000	1.50724e+06	600.000000	1.51142e+06	600.000000	25867.7   	600.000000	12551.4   	600.000000	32612.8   	600.000000	27759.2   	600.000000	35647.2   	
620.000000	1.56117e+06	620.000000	1.56772e+06	620.000000	1.58292e+06	620.000000	1.58427e+06	620.000000	1.58864e+06	620.000000	26983.8   	620.000000	13147.5   	620.000000	34143.5   	620.000000	29105.6   	620.000000	37445.3   	
640.000000	1.63806e+06	640.000000	1.64466e+06	640.000000	1.66079e+06	640.000000	1.66221e+06	640.000000	1.66678e+06	640.000000	28099.4   	640.000000	13748.7   	640.000000	35682.4   	640.000000	30463.2   	640.000000	39261.6   	
660.000000	1.71583e+06	660.000000	1.72244e+06	660.000000	1.73954e+06	660.000000	1.74103e+06	660.000000	1.74579e+06	660.000000	29213.8   	660.000000	14354.8   	660.000000	37228.3   	660.000000	31831.4   	660.000000	41094.9   	
680.000000	1.79445e+06	680.000000	1.80105e+06	680.000000	1.81911e+06	680.000000	1.82068e+06	680.000000	1.82563e+06	680.000000	30326.5   	680.000000	14965.7   	680.000000	38780.6   	680.000000	33209.3   	680.000000	42944.1   	
700.000000	1.8739e+06	700.000000	1.88043e+06	700.000000	1.89948e+06	700.000000	1.90112e+06	700.000000	1.90626e+06	700.000000	31437.2   	700.000000	15581.2   	700.000000	40338.5   	700.000000	34596.2   	700.000000	44808.4   	
720.000000	1.95412e+06	720.000000	1.96056e+06	720.000000	1.9806e+06	720.000000	1.98232e+06	720.000000	1.98766e+06	720.000000	32545.3   	720.000000	16201.1   	720.000000	41901.2   	720.000000	35991.6   	720.000000	46686.6   	
740.000000	2.03509e+06	740.000000	2.04139e+06	740.000000	2.06244e+06	740.000000	2.06425e+06	740.000000	2.06978e+06	740.000000	33650.5   	740.000000	16825.2   	740.000000	43468.1   	740.000000	37394.8   	740.000000	48578     	
760.000000	2.11677e+06	760.000000	2.12291e+06	760.000000	2.14497e+06	760.000000	2.14687e+06	760.000000	2.1526e+06	760.000000	34752.4   	760.000000	17453.1   	760.000000	45038.5   	760.000000	38805.2   	760.000000	50481.6   	
780.000000	2.19914e+06	780.000000	2.20507e+06	780.000000	2.22817e+06	780.000000	2.23015e+06	780.000000	2.23607e+06	780.000000	35850.8   	780.000000	18084.5   	780.000000	46611.9   	780.000000	40222.2   	780.000000	52396.8   	
800.000000	2.28217e+06	800.000000	2.28785e+06	800.000000	2.312e+06 	800.000000	2.31407e+06	800.000000	2.32019e+06	800.000000	36945.3   	800.000000	18719.3   	800.000000	48187.6   	800.000000	41645.4   	800.000000	54322.7   	
820.000000	2.36582e+06	820.000000	2.37123e+06	820.000000	2.39644e+06	820.000000	2.39859e+06	820.000000	2.40491e+06	820.000000	38035.7   	820.000000	19357.7   	820.000000	49765.3   	820.000000	43074.3   	820.000000	56258.6   	
840.000000	2.45007e+06	840.000000	2.45517e+06	840.000000	2.48146e+06	840.000000	2.4837e+06	840.000000	2.49022e+06	840.000000	39121.9   	840.000000	19999.8   	840.000000	51344.5   	840.000000	44508.3   	840.000000	58203.9   	
860.000000	2.53489e+06	860.000000	2.53965e+06	860.000000	2.56704e+06	860.000000	2.56936e+06	860.000000	2.57608e+06	860.000000	40203.5   	860.000000	20645.3   	860.000000	52924.6   	860.000000	45947.1   	860.000000	60157.9   	
880.000000	2.62026e+06	880.000000	2.62464e+06	880.000000	2.65315e+06	880.000000	2.65556e+06	880.000000	2.66248e+06	880.000000	41280.4   	880.000000	21294.2   	880.000000	54505.3   	880.000000	47390.2   	880.000000	62119.9   	
900.000000	2.70616e+06	900.000000	2.71013e+06	900.000000	2.73977e+06	900.000000	2.74227e+06	900.000000	2.74939e+06	900.000000	42352.5   	900.000000	21946.2   	900.000000	56086.3   	900.000000	48837.3   	900.000000	64089.4   	
920.000000	2.79255e+06	920.000000	2.79609e+06	920.000000	2.82688e+06	920.000000	2.82947e+06	920.000000	2.83679e+06	920.000000	43419.6   	920.000000	22601.1   	920.000000	57667.1   	920.000000	50288     	920.000000	66065.9   	
940.000000	2.87943e+06	940.000000	2.88251e+06	940.000000	2.91446e+06	940.000000	2.91714e+06	940.000000	2.92465e+06	940.000000	44481.6   	940.000000	23258.6   	940.000000	59247.4   	940.000000	51741.9   	940.000000	68048.7   	
960.000000	2.96676e+06	960.000000	2.96935e+06	960.000000	3.00249e+06	960.000000	3.00526e+06	960.000000	3.01297e+06	960.000000	45538.3   	960.000000	23918.8   	960.000000	60826.9   	960.000000	53198.6   	960.000000	70037.5   	
980.000000	3.05454e+06	980.000000	3.0566e+06	980.000000	3.09095e+06	980.000000	3.09381e+06	980.000000	3.10173e+06	980.000000	46589.8   	980.000000	24581.4   	980.000000	62405.4   	980.000000	54658     	980.000000	72031.8   	
1000.000000	3.14272e+06	1000.000000	3.14425e+06	1000.000000	3.17983e+06	1000.000000	3.18277e+06	1000.000000	3.19089e+06	1000.000000	47635.9   	1000.000000	25246.6   	1000.000000	63982.5   	1000.000000	56119.6   	1000.000000	74031     	
1020.000000	3.23131e+06	1020.000000	3.23227e+06	1020.000000	3.2691e+06	1020.000000	3.27214e+06	1020.000000	3.28046e+06	1020.000000	48676.5   	1020.000000	25914.1   	1020.000000	65558     	1020.000000	57583.2   	1020.000000	76034.7   	
1040.000000	3.32028e+06	1040.000000	3.32065e+06	1040.000000	3.35875e+06	1040.000000	3.36188e+06	1040.000000	3.3704e+06	1040.000000	49711.5   	1040.000000	26584.1   	1040.000000	67131.7   	1040.000000	59048.5   	1040.000000	78042.7   	
1060.000000	3.40961e+06	1060.000000	3.40938e+06	1060.000000	3.44877e+06	1060.000000	3.45199e+06	1060.000000	3.46072e+06	1060.000000	50741     	1060.000000	27256.4   	1060.000000	68703.3   	1060.000000	60515.3   	1060.000000	80054.4   	
1080.000000	3.49929e+06	1080.000000	3.49843e+06	1080.000000	3.53915e+06	1080.000000	3.54245e+06	1080.000000	3.55138e+06	1080.000000	51764.9   	1080.000000	27930.9   	1080.000000	70272.7   	1080.000000	61983.3   	1080.000000	82069.4   	
1100.000000	3.58929e+06	1100.000000	3.58779e+06	1100.000000	3.62985e+06	1100.000000	3.63325e+06	1100.000000	3.64238e+06	1100.000000	52783.2   	1100.000000	28607.6   	1100.000000	71839.7   	1100.000000	63452.2   	1100.000000	84087.5   	
1120.000000	3.67961e+06	1120.000000	3.67745e+06	1120.000000	3.72089e+06	1120.000000	3.72438e+06	1120.000000	3.73371e+06	1120.000000	53795.8   	1120.000000	29286.5   	1120.000000	73404     	1120.000000	64922     	1120.000000	86108.4   	
1140.000000	3.77023e+06	1140.000000	3.76739e+06	1140.000000	3.81223e+06	1140.000000	3.81581e+06	1140.000000	3.82535e+06	1140.000000	54802.7   	1140.000000	29967.6   	1140.000000	74965.6   	1140.000000	66392.3   	1140.000000	88131.6   	
1160.000000	3.86113e+06	1160.000000	3.8576e+06	1160.000000	3.90387e+06	1160.000000	3.90755e+06	1160.000000	3.91728e+06	1160.000000	55803.9   	1160.000000	30650.6   	1160.000000	76524.2   	1160.000000	67863     	1160.000000	90156.9   	
1180.000000	3.9523e+06	1180.000000	3.94807e+06	1180.000000	3.9958e+06	1180.000000	3.99957e+06	1180.000000	4.00951e+06	1180.000000	56799.5   	1180.000000	31335.8   	1180.000000	78079.8   	1180.000000	69333.9   	1180.000000	92183.9   	
1200.000000	4.04372e+06	1200.000000	4.03878e+06	1200.000000	4.08801e+06	1200.000000	4.09187e+06	1200.000000	4.10201e+06	1200.000000	57789.3   	1200.000000	32022.9   	1200.000000	79632.2   	1200.000000	70804.8   	1200.000000	94212.5   	
1220.000000	4.13539e+06	1220.000000	4.12973e+06	1220.000000	4.18048e+06	1220.000000	4.18443e+06	1220.000000	4.19477e+06	1220.000000	58773.4   	1220.000000	32712     	1220.000000	81181.2   	1220.000000	72275.5   	1220.000000	96242.4   	
1240.000000	4.22729e+06	1240.000000	4.2209e+06	1240.000000	4.27321e+06	1240.000000	4.27725e+06	1240.000000	4.28779e+06	1240.000000	59751.8   	1240.000000	33403     	1240.000000	82726.9   	1240.000000	73745.9   	1240.000000	98273.3   	
1260.000000	4.3194e+06	1260.000000	4.31228e+06	1260.000000	4.36618e+06	1260.000000	4.37031e+06	1260.000000	4.38106e+06	1260.000000	60724.6   	1260.000000	34095.9   	1260.000000	84268.9   	1260.000000	75215.9   	1260.000000	100305    	
1280.000000	4.41172e+06	1280.000000	4.40385e+06	1280.000000	4.45939e+06	1280.000000	4.46361e+06	1280.000000	4.47456e+06	1280.000000	61691.7   	1280.000000	34790.6   	1280.000000	85807.4   	1280.000000	76685.2   	1280.000000	102337    	
1300.000000	4.50423e+06	1300.000000	4.49562e+06	1300.000000	4.55282e+06	1300.000000	4.55713e+06	1300.000000	4.56829e+06	1300.000000	62653.2   	1300.000000	35487.2   	1300.000000	87342.1   	1300.000000	78153.8   	1300.000000	104370    	
1320.000000	4.59693e+06	1320.000000	4.58757e+06	1320.000000	4.64647e+06	1320.000000	4.65087e+06	1320.000000	4.66223e+06	1320.000000	63609.1   	1320.000000	36185.6   	1320.000000	88873.1   	1320.000000	79621.5   	1320.000000	106402    	
1340.000000	4.6898e+06	1340.000000	4.67969e+06	1340.000000	4.74033e+06	1340.000000	4.74483e+06	1340.000000	4.75638e+06	1340.000000	64559.4   	1340.000000	36885.7   	1340.000000	90400.2   	1340.000000	81088.2   	1340.000000	108435    	
1360.000000	4.78282e+06	1360.000000	4.77197e+06	1360.000000	4.83438e+06	1360.000000	4.83898e+06	1360.000000	4.85074e+06	1360.000000	65504.1   	1360.000000	37587.6   	1360.000000	91923.3   	1360.000000	82553.7   	1360.000000	110467    	
1380.000000	4.876e+06 	1380.000000	4.8644e+06	1380.000000	4.92863e+06	1380.000000	4.93332e+06	1380.000000	4.94529e+06	1380.000000	66443.3   	1380.000000	38291.3   	1380.000000	93442.4   	1380.000000	84018.1   	1380.000000	112499    	
1400.000000	4.96932e+06	1400.000000	4.95698e+06	1400.000000	5.02306e+06	1400.000000	5.02785e+06	1400.000000	5.04002e+06	1400.000000	67377     	1400.000000	38996.6   	1400.000000	94957.4   	1400.000000	85481.1   	1400.000000	114530    	
1420.000000	5.06278e+06	1420.000000	5.04969e+06	1420.000000	5.11767e+06	1420.000000	5.12256e+06	1420.000000	5.13493e+06	1420.000000	68305.2   	1420.000000	39703.6   	1420.000000	96468.3   	1420.000000	86942.7   	1420.000000	116561    	
1440.000000	5.15635e+06	1440.000000	5.14253e+06	1440.000000	5.21245e+06	1440.000000	5.21744e+06	1440.000000	5.23001e+06	1440.000000	69228     	1440.000000	40412.2   	1440.000000	97975.1   	1440.000000	88402.7   	1440.000000	118590    	
1460.000000	5.25004e+06	1460.000000	5.23549e+06	1460.000000	5.3074e+06	1460.000000	5.31249e+06	1460.000000	5.32526e+06	1460.000000	70145.4   	1460.000000	41122.5   	1460.000000	99477.7   	1460.000000	89861.2   	1460.000000	120619    	
1480.000000	5.34383e+06	1480.000000	5.32856e+06	1480.000000	5.4025e+06	1480.000000	5.40769e+06	1480.000000	5.42067e+06	1480.000000	71057.5   	1480.000000	41834.3   	1480.000000	100976    	1480.000000	91317.9   	1480.000000	122646    	
1500.000000	5.43772e+06	1500.000000	5.42174e+06	1500.000000	5.49775e+06	1500.000000	5.50305e+06	1500.000000	5.51623e+06	1500.000000	71964.2   	1500.000000	42547.8   	1500.000000	102470    	1500.000000	92772.9   	1500.000000	124672    	
1520.000000	5.5317e+06	1520.000000	5.51501e+06	1520.000000	5.59315e+06	1520.000000	5.59855e+06	1520.000000	5.61193e+06	1520.000000	72865.7   	1520.000000	43262.8   	1520.000000	103960    	1520.000000	94226     	1520.000000	126696    	
1540.000000	5.62576e+06	1540.000000	5.60838e+06	1540.000000	5.68869e+06	1540.000000	5.69419e+06	1540.000000	5.70778e+06	1540.000000	73761.9   	1540.000000	43979.3   	1540.000000	105445    	1540.000000	95677.1   	1540.000000	128719    	
1560.000000	5.7199e+06	1560.000000	5.70184e+06	1560.000000	5.78437e+06	1560.000000	5.78997e+06	1560.000000	5.80376e+06	1560.000000	74652.9   	1560.000000	44697.4   	1560.000000	106926    	1560.000000	97126.3   	1560.000000	130740    	
1580.000000	5.8141e+06	1580.000000	5.79537e+06	1580.000000	5.88017e+06	1580.000000	5.88588e+06	1580.000000	5.89987e+06	1580.000000	75538.8   	1580.000000	45417     	1580.000000	108403    	1580.000000	98573.4   	1580.000000	132759    	
1600.000000	5.90835e+06	1600.000000	5.88898e+06	1600.000000	5.97611e+06	1600.000000	5.98192e+06	1600.000000	5.9961e+06	1600.000000	76419.6   	1600.000000	46138.2   	1600.000000	109875    	1600.000000	100018    	1600.000000	134777    	
1620.000000	6.00267e+06	1620.000000	5.98265e+06	1620.000000	6.07216e+06	1620.000000	6.07807e+06	1620.000000	6.09246e+06	1620.000000	77295.3   	1620.000000	46860.8   	1620.000000	111342    	1620.000000	101461    	1620.000000	136792    	
1640.000000	6.09702e+06	1640.000000	6.07639e+06	1640.000000	6.16833e+06	1640.000000	6.17434e+06	1640.000000	6.18893e+06	1640.000000	78166     	1640.000000	47585     	1640.000000	112806    	1640.000000	102902    	1640.000000	138805    	
1660.000000	6.19142e+06	1660.000000	6.17018e+06	1660.000000	6.2646e+06	1660.000000	6.27072e+06	1660.000000	6.28551e+06	1660.000000	79031.8   	1660.000000	48310.6   	1660.000000	114265    	1660.000000	104340    	1660.000000	140817    	
1680.000000	6.28584e+06	1680.000000	6.26402e+06	1680.000000	6.36099e+06	1680.000000	6.3672e+06	1680.000000	6.3822e+06	1680.000000	79892.6   	1680.000000	49037.8   	1680.000000	115719    	1680.000000	105776    	1680.000000	142825    	
1700.000000	6.3803e+06	1700.000000	6.35791e+06	1700.000000	6.45748e+06	1700.000000	6.46379e+06	1700.000000	6.47899e+06	1700.000000	80748.5   	1700.000000	49766.4   	1700.000000	117169    	1700.000000	107210    	1700.000000	144832    	
1750.000000	6.61651e+06	1750.000000	6.5928e+06	1750.000000	6.69911e+06	1750.000000	6.70568e+06	1750.000000	6.72138e+06	1750.000000	82867.2   	1750.000000	51594     	1750.000000	120774    	1750.000000	110783    	1750.000000	149837    	
1800.000000	6.85276e+06	1800.000000	6.82787e+06	1800.000000	6.9413e+06	1800.000000	6.94813e+06	1800.000000	6.96433e+06	1800.000000	84956.4   	1800.000000	53430.2   	1800.000000	124351    	1800.000000	114340    	1800.000000	154825    	
1850.000000	7.08898e+06	1850.000000	7.06306e+06	1850.000000	7.18399e+06	1850.000000	7.19107e+06	1850.000000	7.20777e+06	1850.000000	87016.7   	1850.000000	55274.4   	1850.000000	127900    	1850.000000	117882    	1850.000000	159797    	
1900.000000	7.32508e+06	1900.000000	7.29831e+06	1900.000000	7.42712e+06	1900.000000	7.43446e+06	1900.000000	7.45166e+06	1900.000000	89048.8   	1900.000000	57126.3   	1900.000000	131422    	1900.000000	121406    	1900.000000	164750    	
1950.000000	7.561e+06 	1950.000000	7.53355e+06	1950.000000	7.67066e+06	1950.000000	7.67825e+06	1950.000000	7.69594e+06	1950.000000	91053.5   	1950.000000	58985.6   	1950.000000	134915    	1950.000000	124913    	1950.000000	169684    	
2000.000000	7.79667e+06	2000.000000	7.76874e+06	2000.000000	7.91455e+06	2000.000000	7.9224e+06	2000.000000	7.94059e+06	2000.000000	93031.4   	2000.000000	60852.3   	2000.000000	138381    	2000.000000	128403    	2000.000000	174598    	
2100.000000	8.26704e+06	2100.000000	8.23874e+06	2100.000000	8.40327e+06	2100.000000	8.41162e+06	2100.000000	8.4308e+06	2100.000000	96909.4   	2100.000000	64608.5   	2100.000000	145231    	2100.000000	135329    	2100.000000	184365    	
2200.000000	8.73575e+06	2200.000000	8.70798e+06	2200.000000	8.89298e+06	2200.000000	8.90184e+06	2200.000000	8.92201e+06	2200.000000	100688    	2200.000000	68395.7   	2200.000000	151974    	2200.000000	142183    	2200.000000	194048    	
2300.000000	9.20244e+06	2300.000000	9.17615e+06	2300.000000	9.38348e+06	2300.000000	9.39283e+06	2300.000000	9.41398e+06	2300.000000	104372    	2300.000000	72213.8   	2300.000000	158611    	2300.000000	148964    	2300.000000	203644    	
2400.000000	9.66679e+06	2400.000000	9.64299e+06	2400.000000	9.87454e+06	2400.000000	9.8844e+06	2400.000000	9.90653e+06	2400.000000	107966    	2400.000000	76061.7   	2400.000000	165145    	2400.000000	155670    	2400.000000	213151    	
2500.000000	1.01285e+07	2500.000000	1.01083e+07	2500.000000	1.0366e+07	2500.000000	1.03764e+07	2500.000000	1.03995e+07	2500.000000	111475    	2500.000000	79937.9   	2500.000000	171579    	2500.000000	162303    	2500.000000	222568    	
2600.000000	1.05874e+07	2600.000000	1.05718e+07	2600.000000	1.08577e+07	2600.000000	1.08686e+07	2600.000000	1.08926e+07	2600.000000	114903    	2600.000000	83841.2   	2600.000000	177916    	2600.000000	168862    	2600.000000	231894    	
2700.000000	1.10433e+07	2700.000000	1.10335e+07	2700.000000	1.13496e+07	2700.000000	1.13609e+07	2700.000000	1.13859e+07	2700.000000	118253    	2700.000000	87771     	2700.000000	184158    	2700.000000	175348    	2700.000000	241128    	
2800.000000	1.14959e+07	2800.000000	1.14931e+07	2800.000000	1.18414e+07	2800.000000	1.18533e+07	2800.000000	1.18793e+07	2800.000000	121529    	2800.000000	91727     	2800.000000	190307    	2800.000000	181761    	2800.000000	250272    	
2900.000000	1.19452e+07	2900.000000	1.19505e+07	2900.000000	1.23332e+07	2900.000000	1.23456e+07	2900.000000	1.23725e+07	2900.000000	124735    	2900.000000	95709.3   	2900.000000	196367    	2900.000000	188103    	2900.000000	259326    	
3000.000000	1.23911e+07	3000.000000	1.24057e+07	3000.000000	1.28249e+07	3000.000000	1.28377e+07	3000.000000	1.28656e+07	3000.000000	127874    	3000.000000	99718.1   	3000.000000	202340    	3000.000000	194374    	3000.000000	268290    	
3200.000000	1.32719e+07	3200.000000	1.33089e+07	3200.000000	1.38074e+07	3200.000000	1.38213e+07	3200.000000	1.3851e+07	3200.000000	133962    	3200.000000	107815    	3200.000000	214035    	3200.000000	206708    	3200.000000	285952    	
3400.000000	1.41378e+07	3400.000000	1.42023e+07	3400.000000	1.47887e+07	3400.000000	1.48035e+07	3400.000000	1.48351e+07	3400.000000	139817    	3400.000000	116017    	3400.000000	225413    	3400.000000	218773    	3400.000000	303268    	
3600.000000	1.49885e+07	3600.000000	1.50853e+07	3600.000000	1.57683e+07	3600.000000	1.57841e+07	3600.000000	1.58176e+07	3600.000000	145456    	3600.000000	124322    	3600.000000	236491    	3600.000000	230579    	3600.000000	320246    	
3800.000000	1.58237e+07	3800.000000	1.59578e+07	3800.000000	1.67461e+07	3800.000000	1.67628e+07	3800.000000	1.67981e+07	3800.000000	150899    	3800.000000	132726    	3800.000000	247288    	3800.000000	242135    	3800.000000	336899    	
4000.000000	1.66433e+07	4000.000000	1.68196e+07	4000.000000	1.77217e+07	4000.000000	1.77394e+07	4000.000000	1.77765e+07	4000.000000	156159    	4000.000000	141227    	4000.000000	257819    	4000.000000	253453    	4000.000000	353237    	
4200.000000	1.74473e+07	4200.000000	1.76706e+07	4200.000000	1.86952e+07	4200.000000	1.87138e+07	4200.000000	1.87528e+07	4200.000000	161252    	4200.000000	149822    	4200.000000	268099    	4200.000000	264540    	4200.000000	369271    	
4400.000000	1.82358e+07	4400.000000	1.8511e+07	4400.000000	1.96665e+07	4400.000000	1.9686e+07	4400.000000	1.97267e+07	4400.000000	166188    	4400.000000	158510    	4400.000000	278142    	4400.000000	275407    	4400.000000	385012    	
4600.000000	1.9009e+07	4600.000000	1.93406e+07	4600.000000	2.06354e+07	4600.000000	2.06558e+07	4600.000000	2.06984e+07	4600.000000	170980    	4600.000000	167288    	4600.000000	287961    	4600.000000	286063    	4600.000000	400472    	
