! 1H energy loss (dE/dX) in H8C8
! apply ZOOM for details
Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al,Pergamon Press,NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick, improved mean charge formula for HI	Energy (MeV/u)6	5 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)7	6 - nuclear component of [1] - J.F.Ziegler et al	
620.000000	0.000216078	620.000000	0.000263362	620.000000	0.000260202	620.000000	0.000259956	620.000000	0.00025932	620.000000	0.000263303	620.000000	5.90226e-08	
640.000000	0.000213536	640.000000	0.000260385	640.000000	0.000257243	640.000000	0.000256999	640.000000	0.000256375	640.000000	0.000260328	640.000000	5.73043e-08	
660.000000	0.000211161	660.000000	0.000257607	660.000000	0.000254479	660.000000	0.00025424	660.000000	0.000253625	660.000000	0.000257551	660.000000	5.56864e-08	
680.000000	0.000208938	680.000000	0.000255009	680.000000	0.000251893	680.000000	0.000251659	680.000000	0.000251054	680.000000	0.000254954	680.000000	5.41603e-08	
700.000000	0.000206854	700.000000	0.000252576	700.000000	0.000249478	700.000000	0.000249242	700.000000	0.000248646	700.000000	0.000252524	700.000000	5.27182e-08	
720.000000	0.0002049 	720.000000	0.000250296	720.000000	0.000247221	720.000000	0.000246975	720.000000	0.000246387	720.000000	0.000250245	720.000000	5.13533e-08	
740.000000	0.000203064	740.000000	0.000248157	740.000000	0.000245101	740.000000	0.000244846	740.000000	0.000244266	740.000000	0.000248107	740.000000	5.00596e-08	
760.000000	0.000201338	760.000000	0.000246147	760.000000	0.000243098	760.000000	0.000242845	760.000000	0.000242272	760.000000	0.000246098	760.000000	4.88315e-08	
780.000000	0.000199715	780.000000	0.000244256	780.000000	0.000241209	780.000000	0.00024096	780.000000	0.000240394	780.000000	0.000244208	780.000000	4.76641e-08	
800.000000	0.000198186	800.000000	0.000242477	800.000000	0.000239429	800.000000	0.000239184	800.000000	0.000238624	800.000000	0.00024243	800.000000	4.65531e-08	
820.000000	0.000196745	820.000000	0.0002408 	820.000000	0.000237751	820.000000	0.000237508	820.000000	0.000236955	820.000000	0.000240755	820.000000	4.54942e-08	
840.000000	0.000195387	840.000000	0.000239219	840.000000	0.000236167	840.000000	0.000235925	840.000000	0.000235378	840.000000	0.000239175	840.000000	4.4484e-08	
860.000000	0.000194105	860.000000	0.000237728	860.000000	0.000234668	860.000000	0.000234428	860.000000	0.000233887	860.000000	0.000237685	860.000000	4.35191e-08	
880.000000	0.000192896	880.000000	0.00023632	880.000000	0.00023325	880.000000	0.000233012	880.000000	0.000232476	880.000000	0.000236278	880.000000	4.25965e-08	
900.000000	0.000191754	900.000000	0.00023499	900.000000	0.000231907	900.000000	0.000231671	900.000000	0.00023114	900.000000	0.000234948	900.000000	4.17134e-08	
920.000000	0.000190675	920.000000	0.000233733	920.000000	0.000230634	920.000000	0.0002304 	920.000000	0.000229874	920.000000	0.000233692	920.000000	4.08674e-08	
940.000000	0.000189655	940.000000	0.000232544	940.000000	0.000229427	940.000000	0.000229195	940.000000	0.000228673	940.000000	0.000232504	940.000000	4.00561e-08	
960.000000	0.000188692	960.000000	0.00023142	960.000000	0.000228281	960.000000	0.00022805	960.000000	0.000227533	960.000000	0.000231381	960.000000	3.92774e-08	
980.000000	0.000187781	980.000000	0.000230356	980.000000	0.000227193	980.000000	0.000226963	980.000000	0.000226451	980.000000	0.000230317	980.000000	3.85293e-08	
1000.000000	0.00018692	1000.000000	0.000229349	1000.000000	0.000226158	1000.000000	0.00022593	1000.000000	0.000225421	1000.000000	0.000229311	1000.000000	3.78101e-08	
1020.000000	0.000186106	1020.000000	0.000228395	1020.000000	0.000225175	1020.000000	0.000224948	1020.000000	0.000224443	1020.000000	0.000228358	1020.000000	3.71181e-08	
1040.000000	0.000185336	1040.000000	0.000227492	1040.000000	0.000224238	1040.000000	0.000224013	1040.000000	0.000223512	1040.000000	0.000227456	1040.000000	3.64518e-08	
1060.000000	0.000184608	1060.000000	0.000226637	1060.000000	0.000223347	1060.000000	0.000223123	1060.000000	0.000222625	1060.000000	0.000226601	1060.000000	3.58098e-08	
1080.000000	0.000183921	1080.000000	0.000225826	1080.000000	0.000222497	1080.000000	0.000222275	1080.000000	0.00022178	1080.000000	0.000225791	1080.000000	3.51907e-08	
1100.000000	0.000183271	1100.000000	0.000225059	1100.000000	0.000221688	1100.000000	0.000221467	1100.000000	0.000220975	1100.000000	0.000225024	1100.000000	3.45933e-08	
1120.000000	0.000182657	1120.000000	0.000224332	1120.000000	0.000220917	1120.000000	0.000220696	1120.000000	0.000220208	1120.000000	0.000224298	1120.000000	3.40165e-08	
1140.000000	0.000182077	1140.000000	0.000223643	1140.000000	0.000220181	1140.000000	0.000219961	1140.000000	0.000219476	1140.000000	0.00022361	1140.000000	3.34592e-08	
1160.000000	0.00018153	1160.000000	0.000222991	1160.000000	0.000219478	1160.000000	0.000219259	1160.000000	0.000218777	1160.000000	0.000222958	1160.000000	3.29204e-08	
1180.000000	0.000181014	1180.000000	0.000222373	1180.000000	0.000218807	1180.000000	0.000218589	1180.000000	0.00021811	1180.000000	0.000222341	1180.000000	3.23993e-08	
1200.000000	0.000180527	1200.000000	0.000221789	1200.000000	0.000218166	1200.000000	0.00021795	1200.000000	0.000217473	1200.000000	0.000221757	1200.000000	3.1895e-08	
1220.000000	0.000180069	1220.000000	0.000221236	1220.000000	0.000217553	1220.000000	0.000217339	1220.000000	0.000216864	1220.000000	0.000221204	1220.000000	3.14066e-08	
1240.000000	0.000179637	1240.000000	0.000220712	1240.000000	0.000216967	1240.000000	0.000216754	1240.000000	0.000216283	1240.000000	0.000220681	1240.000000	3.09334e-08	
1260.000000	0.000179231	1260.000000	0.000220217	1260.000000	0.000216407	1260.000000	0.000216196	1260.000000	0.000215727	1260.000000	0.000220187	1260.000000	3.04747e-08	
1280.000000	0.00017885	1280.000000	0.000219749	1280.000000	0.000215872	1280.000000	0.000215662	1280.000000	0.000215195	1280.000000	0.000219719	1280.000000	3.00298e-08	
1300.000000	0.000178492	1300.000000	0.000219307	1300.000000	0.000215362	1300.000000	0.000215151	1300.000000	0.000214686	1300.000000	0.000219278	1300.000000	2.95982e-08	
1320.000000	0.000178157	1320.000000	0.00021889	1320.000000	0.000214874	1320.000000	0.000214662	1320.000000	0.0002142 	1320.000000	0.000218861	1320.000000	2.91791e-08	
1340.000000	0.000177843	1340.000000	0.000218497	1340.000000	0.000214409	1340.000000	0.000214195	1340.000000	0.000213734	1340.000000	0.000218468	1340.000000	2.87722e-08	
1360.000000	0.00017755	1360.000000	0.000218126	1360.000000	0.000213964	1360.000000	0.000213747	1360.000000	0.000213288	1360.000000	0.000218097	1360.000000	2.83768e-08	
1380.000000	0.000177277	1380.000000	0.000217777	1380.000000	0.000213538	1380.000000	0.000213318	1380.000000	0.000212862	1380.000000	0.000217749	1380.000000	2.79924e-08	
1400.000000	0.000177023	1400.000000	0.000217448	1400.000000	0.000213131	1400.000000	0.000212908	1400.000000	0.000212453	1400.000000	0.00021742	1400.000000	2.76187e-08	
1420.000000	0.000176787	1420.000000	0.000217139	1420.000000	0.00021274	1420.000000	0.000212515	1420.000000	0.000212062	1420.000000	0.000217112	1420.000000	2.72551e-08	
1440.000000	0.000176569	1440.000000	0.00021685	1440.000000	0.000212366	1440.000000	0.000212139	1440.000000	0.000211687	1440.000000	0.000216823	1440.000000	2.69013e-08	
1460.000000	0.000176368	1460.000000	0.000216579	1460.000000	0.000212006	1460.000000	0.000211778	1460.000000	0.000211328	1460.000000	0.000216552	1460.000000	2.65568e-08	
1480.000000	0.000176183	1480.000000	0.000216325	1480.000000	0.000211661	1480.000000	0.000211432	1480.000000	0.000210985	1480.000000	0.000216299	1480.000000	2.62213e-08	
1500.000000	0.000176014	1500.000000	0.000216088	1500.000000	0.000211329	1500.000000	0.000211101	1500.000000	0.000210655	1500.000000	0.000216062	1500.000000	2.58944e-08	
1520.000000	0.00017586	1520.000000	0.000215868	1520.000000	0.000211011	1520.000000	0.000210784	1520.000000	0.000210339	1520.000000	0.000215842	1520.000000	2.55759e-08	
1540.000000	0.000175721	1540.000000	0.000215663	1540.000000	0.000210706	1540.000000	0.00021048	1540.000000	0.000210037	1540.000000	0.000215638	1540.000000	2.52653e-08	
1560.000000	0.000175596	1560.000000	0.000215473	1560.000000	0.000210414	1560.000000	0.000210189	1560.000000	0.000209747	1560.000000	0.000215448	1560.000000	2.49625e-08	
1580.000000	0.000175484	1580.000000	0.000215297	1580.000000	0.000210134	1580.000000	0.00020991	1580.000000	0.00020947	1580.000000	0.000215273	1580.000000	2.4667e-08	
1600.000000	0.000175386	1600.000000	0.000215136	1600.000000	0.000209865	1600.000000	0.000209643	1600.000000	0.000209204	1600.000000	0.000215111	1600.000000	2.43787e-08	
1620.000000	0.0001753 	1620.000000	0.000214988	1620.000000	0.000209608	1620.000000	0.000209386	1620.000000	0.000208949	1620.000000	0.000214964	1620.000000	2.40972e-08	
1640.000000	0.000175226	1640.000000	0.000214852	1640.000000	0.000209362	1640.000000	0.000209141	1640.000000	0.000208704	1640.000000	0.000214828	1640.000000	2.38224e-08	
1660.000000	0.000175164	1660.000000	0.000214729	1660.000000	0.000209126	1660.000000	0.000208905	1660.000000	0.00020847	1660.000000	0.000214706	1660.000000	2.35539e-08	
1680.000000	0.000175114	1680.000000	0.000214619	1680.000000	0.0002089 	1680.000000	0.00020868	1680.000000	0.000208246	1680.000000	0.000214595	1680.000000	2.32916e-08	
1700.000000	0.000175075	1700.000000	0.000214519	1700.000000	0.000208684	1700.000000	0.000208464	1700.000000	0.000208031	1700.000000	0.000214496	1700.000000	2.30353e-08	
1750.000000	0.000175024	1750.000000	0.000214319	1750.000000	0.000208182	1750.000000	0.000207963	1750.000000	0.000207533	1750.000000	0.000214297	1750.000000	2.24193e-08	
1800.000000	0.000175034	1800.000000	0.000214184	1800.000000	0.000207731	1800.000000	0.000207514	1800.000000	0.000207086	1800.000000	0.000214162	1800.000000	2.18364e-08	
1850.000000	0.000175102	1850.000000	0.000214107	1850.000000	0.000207328	1850.000000	0.000207111	1850.000000	0.000206686	1850.000000	0.000214086	1850.000000	2.12839e-08	
1900.000000	0.000175224	1900.000000	0.000214085	1900.000000	0.000206967	1900.000000	0.000206751	1900.000000	0.000206329	1900.000000	0.000214064	1900.000000	2.07595e-08	
1950.000000	0.000175395	1950.000000	0.000214112	1950.000000	0.000206645	1950.000000	0.00020643	1950.000000	0.000206009	1950.000000	0.000214092	1950.000000	2.02611e-08	
2000.000000	0.000175612	2000.000000	0.000214187	2000.000000	0.000206358	2000.000000	0.000206144	2000.000000	0.000205725	2000.000000	0.000214167	2000.000000	1.97868e-08	
2100.000000	0.000176175	2100.000000	0.000214462	2100.000000	0.000205878	2100.000000	0.000205666	2100.000000	0.000205251	2100.000000	0.000214443	2100.000000	1.89036e-08	
2200.000000	0.000176889	2200.000000	0.000214886	2200.000000	0.000205508	2200.000000	0.000205296	2200.000000	0.000204885	2200.000000	0.000214868	2200.000000	1.80982e-08	
2300.000000	0.000177739	2300.000000	0.00021544	2300.000000	0.000205229	2300.000000	0.000205019	2300.000000	0.000204611	2300.000000	0.000215423	2300.000000	1.73605e-08	
2400.000000	0.000178709	2400.000000	0.000216108	2400.000000	0.000205027	2400.000000	0.000204819	2400.000000	0.000204413	2400.000000	0.000216091	2400.000000	1.66822e-08	
2500.000000	0.000179787	2500.000000	0.000216875	2500.000000	0.000204892	2500.000000	0.000204685	2500.000000	0.000204282	2500.000000	0.000216859	2500.000000	1.60565e-08	
2600.000000	0.000180962	2600.000000	0.000217731	2600.000000	0.000204814	2600.000000	0.000204607	2600.000000	0.000204207	2600.000000	0.000217716	2600.000000	1.54773e-08	
2700.000000	0.000182225	2700.000000	0.000218665	2700.000000	0.000204784	2700.000000	0.000204578	2700.000000	0.000204179	2700.000000	0.00021865	2700.000000	1.49396e-08	
2800.000000	0.000183568	2800.000000	0.000219669	2800.000000	0.000204795	2800.000000	0.00020459	2800.000000	0.000204193	2800.000000	0.000219655	2800.000000	1.44391e-08	
2900.000000	0.000184984	2900.000000	0.000220736	2900.000000	0.000204842	2900.000000	0.000204638	2900.000000	0.000204243	2900.000000	0.000220722	2900.000000	1.3972e-08	
3000.000000	0.000186468	3000.000000	0.000221858	3000.000000	0.00020492	3000.000000	0.000204716	3000.000000	0.000204323	3000.000000	0.000221844	3000.000000	1.3535e-08	
3200.000000	0.000189617	3200.000000	0.00022425	3200.000000	0.000205152	3200.000000	0.000204949	3200.000000	0.000204559	3200.000000	0.000224237	3200.000000	1.27404e-08	
3400.000000	0.000192982	3400.000000	0.000226808	3400.000000	0.000205465	3400.000000	0.000205263	3400.000000	0.000204874	3400.000000	0.000226796	3400.000000	1.20363e-08	
3600.000000	0.000196534	3600.000000	0.000229504	3600.000000	0.000205837	3600.000000	0.000205636	3600.000000	0.000205249	3600.000000	0.000229493	3600.000000	1.1408e-08	
3800.000000	0.000200252	3800.000000	0.000232316	3800.000000	0.000206254	3800.000000	0.000206053	3800.000000	0.000205669	3800.000000	0.000232305	3800.000000	1.08438e-08	
4000.000000	0.000204119	4000.000000	0.000235224	4000.000000	0.000206704	4000.000000	0.000206504	4000.000000	0.000206121	4000.000000	0.000235213	4000.000000	1.03342e-08	
4200.000000	0.000208121	4200.000000	0.000238215	4200.000000	0.000207178	4200.000000	0.000206979	4200.000000	0.000206597	4200.000000	0.000238205	4200.000000	9.87168e-09	
4400.000000	0.000212245	4400.000000	0.000241276	4400.000000	0.000207669	4400.000000	0.000207471	4400.000000	0.00020709	4400.000000	0.000241266	4400.000000	9.44987e-09	
4600.000000	0.000216482	4600.000000	0.000244398	4600.000000	0.000208173	4600.000000	0.000207975	4600.000000	0.000207595	4600.000000	0.000244389	4600.000000	9.06359e-09	
4800.000000	0.000220824	4800.000000	0.000247572	4800.000000	0.000208684	4800.000000	0.000208486	4800.000000	0.000208107	4800.000000	0.000247564	4800.000000	8.70849e-09	
5000.000000	0.000225264	5000.000000	0.000250792	5000.000000	0.0002092 	5000.000000	0.000209002	5000.000000	0.000208624	5000.000000	0.000250784	5000.000000	8.38093e-09	
5250.000000	0.000230943	5250.000000	0.000254873	5250.000000	0.000209847	5250.000000	0.00020965	5250.000000	0.000209272	5250.000000	0.000254865	5250.000000	8.00548e-09	
5500.000000	0.000236756	5500.000000	0.000259006	5500.000000	0.000210493	5500.000000	0.000210296	5500.000000	0.000209919	5500.000000	0.000258998	5500.000000	7.66311e-09	
6000.000000	0.000248753	6000.000000	0.000267401	6000.000000	0.000211771	6000.000000	0.000211575	6000.000000	0.000211199	6000.000000	0.000267394	6000.000000	7.06141e-09	
6500.000000	0.000261206	6500.000000	0.000275929	6500.000000	0.000213019	6500.000000	0.000212824	6500.000000	0.000212449	6500.000000	0.000275922	6500.000000	6.54955e-09	
7000.000000	0.000274079	7000.000000	0.000284556	7000.000000	0.00021423	7000.000000	0.000214035	7000.000000	0.000213661	7000.000000	0.00028455	7000.000000	6.10866e-09	
7500.000000	0.000287345	7500.000000	0.000293258	7500.000000	0.000215399	7500.000000	0.000215204	7500.000000	0.000214831	7500.000000	0.000293253	7500.000000	5.72482e-09	
8000.000000	0.000300983	8000.000000	0.000302017	8000.000000	0.000216526	8000.000000	0.000216331	8000.000000	0.000215958	8000.000000	0.000302012	8000.000000	5.38754e-09	
8500.000000	0.000314979	8500.000000	0.00031082	8500.000000	0.000217609	8500.000000	0.000217415	8500.000000	0.000217042	8500.000000	0.000310814	8500.000000	5.08877e-09	
9000.000000	0.00032932	9000.000000	0.000319654	9000.000000	0.000218652	9000.000000	0.000218458	9000.000000	0.000218085	9000.000000	0.000319649	9000.000000	4.82222e-09	
9500.000000	0.000343996	9500.000000	0.000328514	9500.000000	0.000219656	9500.000000	0.000219462	9500.000000	0.000219089	9500.000000	0.000328509	9500.000000	4.5829e-09	
10000.000000	0.000359001	10000.000000	0.000337392	10000.000000	0.000220623	10000.000000	0.000220427	10000.000000	0.000220054	10000.000000	0.000337387	10000.000000	4.3668e-09	
11000.000000	0.000389971	11000.000000	0.000355183	11000.000000	0.000222446	11000.000000	0.000222252	11000.000000	0.000221879	11000.000000	0.000355179	11000.000000	3.99186e-09	
12000.000000	0.000422194	12000.000000	0.000373001	12000.000000	0.000224134	12000.000000	0.000223948	12000.000000	0.000223574	12000.000000	0.000372997	12000.000000	3.67766e-09	
13000.000000	0.000455646	13000.000000	0.000390825	13000.000000	0.000225715	13000.000000	0.000225529	13000.000000	0.000225155	13000.000000	0.000390822	13000.000000	3.41042e-09	
14000.000000	0.00049031	14000.000000	0.000408644	14000.000000	0.000227205	14000.000000	0.000227008	14000.000000	0.000226633	14000.000000	0.000408641	14000.000000	3.18029e-09	
15000.000000	0.000526176	15000.000000	0.000426449	15000.000000	0.000228609	15000.000000	0.000228396	15000.000000	0.00022802	15000.000000	0.000426446	15000.000000	2.97997e-09	
16000.000000	0.000563237	16000.000000	0.000444235	16000.000000	0.000229927	16000.000000	0.000229702	16000.000000	0.000229325	16000.000000	0.000444232	16000.000000	2.80398e-09	
17000.000000	0.000601489	17000.000000	0.000461997	17000.000000	0.000231162	17000.000000	0.000230935	17000.000000	0.000230556	17000.000000	0.000461995	17000.000000	2.64812e-09	
18000.000000	0.00064093	18000.000000	0.000479734	18000.000000	0.000232323	18000.000000	0.000232102	18000.000000	0.000231722	18000.000000	0.000479732	18000.000000	2.50908e-09	
19000.000000	0.000681558	19000.000000	0.000497444	19000.000000	0.000233417	19000.000000	0.000233208	19000.000000	0.000232827	19000.000000	0.000497441	19000.000000	2.38426e-09	
20000.000000	0.000723376	20000.000000	0.000515125	20000.000000	0.000234451	20000.000000	0.00023426	20000.000000	0.000233878	20000.000000	0.000515123	20000.000000	2.27157e-09	
21000.000000	0.000766384	21000.000000	0.000532778	21000.000000	0.000235438	21000.000000	0.000235263	21000.000000	0.000234879	21000.000000	0.000532775	21000.000000	2.16931e-09	
22000.000000	0.000810586	22000.000000	0.000550401	22000.000000	0.000236394	22000.000000	0.00023622	22000.000000	0.000235834	22000.000000	0.000550399	22000.000000	2.07609e-09	
23000.000000	0.000855984	23000.000000	0.000567996	23000.000000	0.000237311	23000.000000	0.000237135	23000.000000	0.000236748	23000.000000	0.000567994	23000.000000	1.99074e-09	
24000.000000	0.000902581	24000.000000	0.000585562	24000.000000	0.000238188	24000.000000	0.000238013	24000.000000	0.000237623	24000.000000	0.00058556	24000.000000	1.9123e-09	
25000.000000	0.000950383	25000.000000	0.0006031 	25000.000000	0.000239029	25000.000000	0.000238854	25000.000000	0.000238463	25000.000000	0.000603098	25000.000000	1.83997e-09	
26000.000000	0.000999393	26000.000000	0.00062061	26000.000000	0.000239838	26000.000000	0.000239663	26000.000000	0.00023927	26000.000000	0.000620608	26000.000000	1.77303e-09	
27000.000000	0.00104962	27000.000000	0.000638092	27000.000000	0.000240618	27000.000000	0.000240441	27000.000000	0.000240046	27000.000000	0.000638091	27000.000000	1.71092e-09	
28000.000000	0.00110106	28000.000000	0.000655548	28000.000000	0.000241368	28000.000000	0.000241191	28000.000000	0.000240794	28000.000000	0.000655546	28000.000000	1.65312e-09	
29000.000000	0.00115372	29000.000000	0.000672977	29000.000000	0.000242089	29000.000000	0.000241915	29000.000000	0.000241515	29000.000000	0.000672975	29000.000000	1.5992e-09	
30000.000000	0.00120761	30000.000000	0.00069038	30000.000000	0.000242783	30000.000000	0.000242614	30000.000000	0.000242212	30000.000000	0.000690378	30000.000000	1.54877e-09	
32000.000000	0.00131911	32000.000000	0.00072511	32000.000000	0.000244102	32000.000000	0.000243944	32000.000000	0.000243537	32000.000000	0.000725109	32000.000000	1.4571e-09	
34000.000000	0.00143559	34000.000000	0.000759744	34000.000000	0.000245341	34000.000000	0.000245193	34000.000000	0.00024478	34000.000000	0.000759743	34000.000000	1.37592e-09	
36000.000000	0.0015571 	36000.000000	0.000794285	36000.000000	0.000246511	36000.000000	0.000246369	36000.000000	0.000245951	36000.000000	0.000794283	36000.000000	1.30352e-09	
38000.000000	0.00168369	38000.000000	0.000828736	38000.000000	0.000247618	38000.000000	0.00024748	38000.000000	0.000247056	38000.000000	0.000828735	38000.000000	1.23854e-09	
40000.000000	0.00181542	40000.000000	0.000863103	40000.000000	0.000248667	40000.000000	0.000248533	40000.000000	0.000248103	40000.000000	0.000863102	40000.000000	1.17987e-09	
42000.000000	0.00195234	42000.000000	0.000897389	42000.000000	0.000249664	42000.000000	0.000249533	42000.000000	0.000249097	42000.000000	0.000897387	42000.000000	1.12664e-09	
44000.000000	0.0020945 	44000.000000	0.000931596	44000.000000	0.000250613	44000.000000	0.000250486	44000.000000	0.000250043	44000.000000	0.000931595	44000.000000	1.07812e-09	
46000.000000	0.00224196	46000.000000	0.000965728	46000.000000	0.000251517	46000.000000	0.000251396	46000.000000	0.000250946	46000.000000	0.000965727	46000.000000	1.0337e-09	
48000.000000	0.00239476	48000.000000	0.000999789	48000.000000	0.000252381	48000.000000	0.000252266	48000.000000	0.000251808	48000.000000	0.000999788	48000.000000	9.92889e-10	
50000.000000	0.00255298	50000.000000	0.00103378	50000.000000	0.000253208	50000.000000	0.000253099	50000.000000	0.000252634	50000.000000	0.00103378	50000.000000	9.55251e-10	
