! 2H energy loss (dE/dX) in H8C8
! apply ZOOM for details
Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al,Pergamon Press,NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick, improved mean charge formula for HI	Energy (MeV/u)6	5 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)7	6 - nuclear component of [1] - J.F.Ziegler et al	
820.000000	0.000196745	820.000000	0.000240802	820.000000	0.000237753	820.000000	0.000237509	820.000000	0.000236956	820.000000	0.000240755	820.000000	4.71571e-08	
840.000000	0.000195387	840.000000	0.000239221	840.000000	0.000236168	840.000000	0.000235926	840.000000	0.000235379	840.000000	0.000239175	840.000000	4.61073e-08	
860.000000	0.000194105	860.000000	0.00023773	860.000000	0.00023467	860.000000	0.00023443	860.000000	0.000233888	860.000000	0.000237685	860.000000	4.51047e-08	
880.000000	0.000192896	880.000000	0.000236322	880.000000	0.000233252	880.000000	0.000233014	880.000000	0.000232478	880.000000	0.000236278	880.000000	4.4146e-08	
900.000000	0.000191754	900.000000	0.000234992	900.000000	0.000231909	900.000000	0.000231673	900.000000	0.000231142	900.000000	0.000234948	900.000000	4.32285e-08	
920.000000	0.000190675	920.000000	0.000233735	920.000000	0.000230636	920.000000	0.000230402	920.000000	0.000229875	920.000000	0.000233692	920.000000	4.23496e-08	
940.000000	0.000189655	940.000000	0.000232546	940.000000	0.000229429	940.000000	0.000229196	940.000000	0.000228674	940.000000	0.000232504	940.000000	4.15067e-08	
960.000000	0.000188692	960.000000	0.000231421	960.000000	0.000228283	960.000000	0.000228052	960.000000	0.000227535	960.000000	0.000231381	960.000000	4.06978e-08	
980.000000	0.000187781	980.000000	0.000230357	980.000000	0.000227194	980.000000	0.000226965	980.000000	0.000226452	980.000000	0.000230317	980.000000	3.99207e-08	
1000.000000	0.00018692	1000.000000	0.00022935	1000.000000	0.00022616	1000.000000	0.000225932	1000.000000	0.000225423	1000.000000	0.000229311	1000.000000	3.91737e-08	
1020.000000	0.000186106	1020.000000	0.000228396	1020.000000	0.000225176	1020.000000	0.000224949	1020.000000	0.000224444	1020.000000	0.000228358	1020.000000	3.8455e-08	
1040.000000	0.000185336	1040.000000	0.000227493	1040.000000	0.00022424	1040.000000	0.000224014	1040.000000	0.000223513	1040.000000	0.000227456	1040.000000	3.7763e-08	
1060.000000	0.000184608	1060.000000	0.000226638	1060.000000	0.000223348	1060.000000	0.000223124	1060.000000	0.000222626	1060.000000	0.000226601	1060.000000	3.70962e-08	
1080.000000	0.000183921	1080.000000	0.000225828	1080.000000	0.000222499	1080.000000	0.000222276	1080.000000	0.000221781	1080.000000	0.000225791	1080.000000	3.64533e-08	
1100.000000	0.000183271	1100.000000	0.00022506	1100.000000	0.000221689	1100.000000	0.000221468	1100.000000	0.000220976	1100.000000	0.000225024	1100.000000	3.58329e-08	
1120.000000	0.000182657	1120.000000	0.000224333	1120.000000	0.000220918	1120.000000	0.000220697	1120.000000	0.000220209	1120.000000	0.000224298	1120.000000	3.5234e-08	
1140.000000	0.000182077	1140.000000	0.000223644	1140.000000	0.000220182	1140.000000	0.000219962	1140.000000	0.000219477	1140.000000	0.00022361	1140.000000	3.46553e-08	
1160.000000	0.00018153	1160.000000	0.000222992	1160.000000	0.000219479	1160.000000	0.00021926	1160.000000	0.000218778	1160.000000	0.000222958	1160.000000	3.4096e-08	
1180.000000	0.000181014	1180.000000	0.000222375	1180.000000	0.000218808	1180.000000	0.000218591	1180.000000	0.000218111	1180.000000	0.000222341	1180.000000	3.35549e-08	
1200.000000	0.000180527	1200.000000	0.00022179	1200.000000	0.000218167	1200.000000	0.000217951	1200.000000	0.000217474	1200.000000	0.000221757	1200.000000	3.30313e-08	
1220.000000	0.000180069	1220.000000	0.000221237	1220.000000	0.000217554	1220.000000	0.00021734	1220.000000	0.000216865	1220.000000	0.000221204	1220.000000	3.25243e-08	
1240.000000	0.000179637	1240.000000	0.000220713	1240.000000	0.000216968	1240.000000	0.000216755	1240.000000	0.000216284	1240.000000	0.000220681	1240.000000	3.2033e-08	
1260.000000	0.000179231	1260.000000	0.000220218	1260.000000	0.000216408	1260.000000	0.000216197	1260.000000	0.000215728	1260.000000	0.000220187	1260.000000	3.15569e-08	
1280.000000	0.00017885	1280.000000	0.00021975	1280.000000	0.000215874	1280.000000	0.000215663	1280.000000	0.000215196	1280.000000	0.000219719	1280.000000	3.10951e-08	
1300.000000	0.000178492	1300.000000	0.000219308	1300.000000	0.000215363	1300.000000	0.000215152	1300.000000	0.000214687	1300.000000	0.000219278	1300.000000	3.06471e-08	
1320.000000	0.000178157	1320.000000	0.000218891	1320.000000	0.000214875	1320.000000	0.000214663	1320.000000	0.000214201	1320.000000	0.000218861	1320.000000	3.02121e-08	
1340.000000	0.000177843	1340.000000	0.000218498	1340.000000	0.00021441	1340.000000	0.000214196	1340.000000	0.000213735	1340.000000	0.000218468	1340.000000	2.97898e-08	
1360.000000	0.00017755	1360.000000	0.000218127	1360.000000	0.000213965	1360.000000	0.000213748	1360.000000	0.000213289	1360.000000	0.000218097	1360.000000	2.93794e-08	
1380.000000	0.000177277	1380.000000	0.000217778	1380.000000	0.000213539	1380.000000	0.000213319	1380.000000	0.000212863	1380.000000	0.000217749	1380.000000	2.89805e-08	
1400.000000	0.000177023	1400.000000	0.000217449	1400.000000	0.000213132	1400.000000	0.000212909	1400.000000	0.000212454	1400.000000	0.00021742	1400.000000	2.85927e-08	
1420.000000	0.000176787	1420.000000	0.00021714	1420.000000	0.000212741	1420.000000	0.000212516	1420.000000	0.000212063	1420.000000	0.000217112	1420.000000	2.82154e-08	
1440.000000	0.000176569	1440.000000	0.000216851	1440.000000	0.000212367	1440.000000	0.000212139	1440.000000	0.000211688	1440.000000	0.000216823	1440.000000	2.78482e-08	
1460.000000	0.000176368	1460.000000	0.00021658	1460.000000	0.000212007	1460.000000	0.000211779	1460.000000	0.000211329	1460.000000	0.000216552	1460.000000	2.74907e-08	
1480.000000	0.000176183	1480.000000	0.000216326	1480.000000	0.000211662	1480.000000	0.000211433	1480.000000	0.000210985	1480.000000	0.000216299	1480.000000	2.71426e-08	
1500.000000	0.000176014	1500.000000	0.000216089	1500.000000	0.00021133	1500.000000	0.000211102	1500.000000	0.000210656	1500.000000	0.000216062	1500.000000	2.68035e-08	
1520.000000	0.00017586	1520.000000	0.000215869	1520.000000	0.000211012	1520.000000	0.000210785	1520.000000	0.00021034	1520.000000	0.000215842	1520.000000	2.6473e-08	
1540.000000	0.000175721	1540.000000	0.000215664	1540.000000	0.000210707	1540.000000	0.000210481	1540.000000	0.000210038	1540.000000	0.000215638	1540.000000	2.61508e-08	
1560.000000	0.000175596	1560.000000	0.000215474	1560.000000	0.000210415	1560.000000	0.00021019	1560.000000	0.000209748	1560.000000	0.000215448	1560.000000	2.58366e-08	
1580.000000	0.000175484	1580.000000	0.000215298	1580.000000	0.000210135	1580.000000	0.000209911	1580.000000	0.00020947	1580.000000	0.000215273	1580.000000	2.553e-08 	
1600.000000	0.000175386	1600.000000	0.000215137	1600.000000	0.000209866	1600.000000	0.000209643	1600.000000	0.000209204	1600.000000	0.000215111	1600.000000	2.52309e-08	
1620.000000	0.0001753 	1620.000000	0.000214988	1620.000000	0.000209609	1620.000000	0.000209387	1620.000000	0.000208949	1620.000000	0.000214964	1620.000000	2.49389e-08	
1640.000000	0.000175226	1640.000000	0.000214853	1640.000000	0.000209363	1640.000000	0.000209141	1640.000000	0.000208705	1640.000000	0.000214828	1640.000000	2.46538e-08	
1660.000000	0.000175164	1660.000000	0.00021473	1660.000000	0.000209127	1660.000000	0.000208906	1660.000000	0.000208471	1660.000000	0.000214706	1660.000000	2.43754e-08	
1680.000000	0.000175114	1680.000000	0.000214619	1680.000000	0.000208901	1680.000000	0.000208681	1680.000000	0.000208247	1680.000000	0.000214595	1680.000000	2.41033e-08	
1700.000000	0.000175075	1700.000000	0.00021452	1700.000000	0.000208684	1700.000000	0.000208465	1700.000000	0.000208032	1700.000000	0.000214496	1700.000000	2.38375e-08	
1750.000000	0.000175024	1750.000000	0.00021432	1750.000000	0.000208182	1750.000000	0.000207964	1750.000000	0.000207534	1750.000000	0.000214297	1750.000000	2.31985e-08	
1800.000000	0.000175034	1800.000000	0.000214184	1800.000000	0.000207732	1800.000000	0.000207514	1800.000000	0.000207087	1800.000000	0.000214162	1800.000000	2.25939e-08	
1850.000000	0.000175102	1850.000000	0.000214108	1850.000000	0.000207329	1850.000000	0.000207112	1850.000000	0.000206687	1850.000000	0.000214086	1850.000000	2.2021e-08	
1900.000000	0.000175224	1900.000000	0.000214085	1900.000000	0.000206968	1900.000000	0.000206752	1900.000000	0.000206329	1900.000000	0.000214064	1900.000000	2.14772e-08	
1950.000000	0.000175395	1950.000000	0.000214113	1950.000000	0.000206645	1950.000000	0.00020643	1950.000000	0.00020601	1950.000000	0.000214092	1950.000000	2.09604e-08	
2000.000000	0.000175612	2000.000000	0.000214188	2000.000000	0.000206358	2000.000000	0.000206144	2000.000000	0.000205726	2000.000000	0.000214167	2000.000000	2.04686e-08	
2100.000000	0.000176175	2100.000000	0.000214463	2100.000000	0.000205879	2100.000000	0.000205666	2100.000000	0.000205252	2100.000000	0.000214443	2100.000000	1.9553e-08	
2200.000000	0.000176889	2200.000000	0.000214887	2200.000000	0.000205508	2200.000000	0.000205297	2200.000000	0.000204886	2200.000000	0.000214868	2200.000000	1.8718e-08	
2300.000000	0.000177739	2300.000000	0.000215441	2300.000000	0.000205229	2300.000000	0.000205019	2300.000000	0.000204611	2300.000000	0.000215423	2300.000000	1.79533e-08	
2400.000000	0.000178709	2400.000000	0.000216109	2400.000000	0.000205028	2400.000000	0.000204819	2400.000000	0.000204414	2400.000000	0.000216091	2400.000000	1.72504e-08	
2500.000000	0.000179787	2500.000000	0.000216876	2500.000000	0.000204893	2500.000000	0.000204685	2500.000000	0.000204282	2500.000000	0.000216859	2500.000000	1.66019e-08	
2600.000000	0.000180962	2600.000000	0.000217732	2600.000000	0.000204814	2600.000000	0.000204608	2600.000000	0.000204207	2600.000000	0.000217716	2600.000000	1.60018e-08	
2700.000000	0.000182225	2700.000000	0.000218666	2700.000000	0.000204784	2700.000000	0.000204578	2700.000000	0.000204179	2700.000000	0.00021865	2700.000000	1.54447e-08	
2800.000000	0.000183568	2800.000000	0.00021967	2800.000000	0.000204796	2800.000000	0.00020459	2800.000000	0.000204193	2800.000000	0.000219655	2800.000000	1.49261e-08	
2900.000000	0.000184984	2900.000000	0.000220736	2900.000000	0.000204843	2900.000000	0.000204638	2900.000000	0.000204243	2900.000000	0.000220722	2900.000000	1.44422e-08	
3000.000000	0.000186468	3000.000000	0.000221858	3000.000000	0.000204921	3000.000000	0.000204717	3000.000000	0.000204323	3000.000000	0.000221844	3000.000000	1.39896e-08	
3200.000000	0.000189617	3200.000000	0.00022425	3200.000000	0.000205153	3200.000000	0.00020495	3200.000000	0.000204559	3200.000000	0.000224237	3200.000000	1.31665e-08	
3400.000000	0.000192982	3400.000000	0.000226809	3400.000000	0.000205465	3400.000000	0.000205263	3400.000000	0.000204874	3400.000000	0.000226796	3400.000000	1.24374e-08	
3600.000000	0.000196534	3600.000000	0.000229505	3600.000000	0.000205837	3600.000000	0.000205636	3600.000000	0.000205249	3600.000000	0.000229493	3600.000000	1.17868e-08	
3800.000000	0.000200252	3800.000000	0.000232316	3800.000000	0.000206254	3800.000000	0.000206054	3800.000000	0.000205668	3800.000000	0.000232305	3800.000000	1.12026e-08	
4000.000000	0.000204119	4000.000000	0.000235224	4000.000000	0.000206704	4000.000000	0.000206504	4000.000000	0.00020612	4000.000000	0.000235213	4000.000000	1.06751e-08	
4200.000000	0.000208121	4200.000000	0.000238215	4200.000000	0.000207178	4200.000000	0.000206979	4200.000000	0.000206596	4200.000000	0.000238205	4200.000000	1.01963e-08	
4400.000000	0.000212245	4400.000000	0.000241276	4400.000000	0.00020767	4400.000000	0.000207471	4400.000000	0.00020709	4400.000000	0.000241266	4400.000000	9.75977e-09	
4600.000000	0.000216482	4600.000000	0.000244398	4600.000000	0.000208173	4600.000000	0.000207975	4600.000000	0.000207594	4600.000000	0.000244389	4600.000000	9.36002e-09	
4800.000000	0.000220824	4800.000000	0.000247573	4800.000000	0.000208684	4800.000000	0.000208487	4800.000000	0.000208107	4800.000000	0.000247564	4800.000000	8.99258e-09	
5000.000000	0.000225264	5000.000000	0.000250793	5000.000000	0.0002092 	5000.000000	0.000209003	5000.000000	0.000208624	5000.000000	0.000250784	5000.000000	8.65364e-09	
5250.000000	0.000230943	5250.000000	0.000254873	5250.000000	0.000209847	5250.000000	0.00020965	5250.000000	0.000209272	5250.000000	0.000254865	5250.000000	8.26521e-09	
5500.000000	0.000236756	5500.000000	0.000259006	5500.000000	0.000210493	5500.000000	0.000210296	5500.000000	0.000209919	5500.000000	0.000258998	5500.000000	7.91104e-09	
6000.000000	0.000248753	6000.000000	0.000267401	6000.000000	0.000211771	6000.000000	0.000211575	6000.000000	0.000211198	6000.000000	0.000267394	6000.000000	7.28868e-09	
6500.000000	0.000261206	6500.000000	0.000275929	6500.000000	0.000213019	6500.000000	0.000212824	6500.000000	0.000212448	6500.000000	0.000275922	6500.000000	6.75934e-09	
7000.000000	0.000274079	7000.000000	0.000284556	7000.000000	0.00021423	7000.000000	0.000214035	7000.000000	0.000213659	7000.000000	0.00028455	7000.000000	6.30346e-09	
7500.000000	0.000287345	7500.000000	0.000293259	7500.000000	0.000215399	7500.000000	0.000215204	7500.000000	0.000214829	7500.000000	0.000293253	7500.000000	5.90663e-09	
8000.000000	0.000300983	8000.000000	0.000302018	8000.000000	0.000216526	8000.000000	0.000216331	8000.000000	0.000215956	8000.000000	0.000302012	8000.000000	5.55799e-09	
8500.000000	0.000314979	8500.000000	0.00031082	8500.000000	0.00021761	8500.000000	0.000217415	8500.000000	0.00021704	8500.000000	0.000310814	8500.000000	5.2492e-09	
9000.000000	0.00032932	9000.000000	0.000319654	9000.000000	0.000218652	9000.000000	0.000218458	9000.000000	0.000218083	9000.000000	0.000319649	9000.000000	4.97373e-09	
9500.000000	0.000343996	9500.000000	0.000328514	9500.000000	0.000219656	9500.000000	0.000219462	9500.000000	0.000219086	9500.000000	0.000328509	9500.000000	4.72643e-09	
10000.000000	0.000359001	10000.000000	0.000337392	10000.000000	0.000220623	10000.000000	0.000220427	10000.000000	0.000220051	10000.000000	0.000337387	10000.000000	4.50316e-09	
11000.000000	0.000389971	11000.000000	0.000355184	11000.000000	0.000222446	11000.000000	0.000222252	11000.000000	0.000221875	11000.000000	0.000355179	11000.000000	4.11583e-09	
12000.000000	0.000422194	12000.000000	0.000373001	12000.000000	0.000224136	12000.000000	0.000223948	12000.000000	0.00022357	12000.000000	0.000372997	12000.000000	3.79129e-09	
13000.000000	0.000455646	13000.000000	0.000390825	13000.000000	0.000225714	13000.000000	0.000225529	13000.000000	0.00022515	13000.000000	0.000390822	13000.000000	3.51531e-09	
14000.000000	0.00049031	14000.000000	0.000408644	14000.000000	0.000227197	14000.000000	0.000227008	14000.000000	0.000226627	14000.000000	0.000408641	14000.000000	3.27769e-09	
15000.000000	0.000526176	15000.000000	0.000426449	15000.000000	0.000228592	15000.000000	0.000228396	15000.000000	0.000228013	15000.000000	0.000426446	15000.000000	3.07088e-09	
16000.000000	0.000563237	16000.000000	0.000444235	16000.000000	0.000229903	16000.000000	0.000229702	16000.000000	0.000229318	16000.000000	0.000444232	16000.000000	2.88921e-09	
17000.000000	0.000601489	17000.000000	0.000461997	17000.000000	0.000231137	17000.000000	0.000230935	17000.000000	0.000230548	17000.000000	0.000461995	17000.000000	2.72833e-09	
18000.000000	0.00064093	18000.000000	0.000479734	18000.000000	0.000232299	18000.000000	0.000232102	18000.000000	0.000231713	18000.000000	0.000479732	18000.000000	2.58483e-09	
19000.000000	0.000681558	19000.000000	0.000497444	19000.000000	0.000233398	19000.000000	0.000233208	19000.000000	0.000232817	19000.000000	0.000497441	19000.000000	2.45603e-09	
20000.000000	0.000723376	20000.000000	0.000515125	20000.000000	0.00023444	20000.000000	0.00023426	20000.000000	0.000233866	20000.000000	0.000515123	20000.000000	2.33975e-09	
21000.000000	0.000766384	21000.000000	0.000532778	21000.000000	0.000235433	21000.000000	0.000235263	21000.000000	0.000234866	21000.000000	0.000532775	21000.000000	2.23425e-09	
22000.000000	0.000810586	22000.000000	0.000550401	22000.000000	0.000236384	22000.000000	0.00023622	22000.000000	0.000235821	22000.000000	0.000550399	22000.000000	2.13807e-09	
23000.000000	0.000855984	23000.000000	0.000567996	23000.000000	0.000237299	23000.000000	0.000237136	23000.000000	0.000236733	23000.000000	0.000567994	23000.000000	2.05003e-09	
24000.000000	0.000902581	24000.000000	0.000585562	24000.000000	0.000238176	24000.000000	0.000238013	24000.000000	0.000237607	24000.000000	0.00058556	24000.000000	1.96912e-09	
25000.000000	0.000950383	25000.000000	0.0006031 	25000.000000	0.000239014	25000.000000	0.000238854	25000.000000	0.000238446	25000.000000	0.000603098	25000.000000	1.89451e-09	
26000.000000	0.000999393	26000.000000	0.00062061	26000.000000	0.000239821	26000.000000	0.000239663	26000.000000	0.000239251	26000.000000	0.000620608	26000.000000	1.82548e-09	
27000.000000	0.00104962	27000.000000	0.000638092	27000.000000	0.0002406 	27000.000000	0.000240441	27000.000000	0.000240026	27000.000000	0.000638091	27000.000000	1.76143e-09	
28000.000000	0.00110106	28000.000000	0.000655548	28000.000000	0.00024135	28000.000000	0.000241192	28000.000000	0.000240772	28000.000000	0.000655546	28000.000000	1.70182e-09	
29000.000000	0.00115372	29000.000000	0.000672977	29000.000000	0.00024207	29000.000000	0.000241915	29000.000000	0.000241492	29000.000000	0.000672975	29000.000000	1.64622e-09	
30000.000000	0.00120761	30000.000000	0.00069038	30000.000000	0.000242763	30000.000000	0.000242614	30000.000000	0.000242187	30000.000000	0.000690378	30000.000000	1.59422e-09	
32000.000000	0.00131911	32000.000000	0.000725111	32000.000000	0.000244078	32000.000000	0.000243944	32000.000000	0.000243509	32000.000000	0.000725109	32000.000000	1.49971e-09	
34000.000000	0.00143559	34000.000000	0.000759744	34000.000000	0.000245316	34000.000000	0.000245193	34000.000000	0.000244749	34000.000000	0.000759743	34000.000000	1.41603e-09	
36000.000000	0.0015571 	36000.000000	0.000794285	36000.000000	0.000246483	36000.000000	0.000246369	36000.000000	0.000245916	36000.000000	0.000794283	36000.000000	1.3414e-09	
38000.000000	0.00168369	38000.000000	0.000828736	38000.000000	0.000247587	38000.000000	0.00024748	38000.000000	0.000247018	38000.000000	0.000828735	38000.000000	1.27442e-09	
40000.000000	0.00181542	40000.000000	0.000863103	40000.000000	0.000248633	40000.000000	0.000248533	40000.000000	0.00024806	40000.000000	0.000863102	40000.000000	1.21396e-09	
42000.000000	0.00195234	42000.000000	0.000897389	42000.000000	0.000249627	42000.000000	0.000249533	42000.000000	0.00024905	42000.000000	0.000897387	42000.000000	1.15911e-09	
44000.000000	0.0020945 	44000.000000	0.000931596	44000.000000	0.000250573	44000.000000	0.000250486	44000.000000	0.000249992	44000.000000	0.000931595	44000.000000	1.10911e-09	
46000.000000	0.00224196	46000.000000	0.000965728	46000.000000	0.000251476	46000.000000	0.000251396	46000.000000	0.00025089	46000.000000	0.000965727	46000.000000	1.06335e-09	
48000.000000	0.00239476	48000.000000	0.000999789	48000.000000	0.000252338	48000.000000	0.000252266	48000.000000	0.000251748	48000.000000	0.000999788	48000.000000	1.0213e-09	
50000.000000	0.00255298	50000.000000	0.00103378	50000.000000	0.000253163	50000.000000	0.000253099	50000.000000	0.000252568	50000.000000	0.00103378	50000.000000	9.82522e-10	
