row,c0,c1,c2
0,70120.647651320032,-2.0211524253103136e-11,-3.5805917578279656e-12
1,-2.0211524253103136e-11,0,1.5993241903227176e-11
2,-3.5805917578279656e-12,1.5993241903227176e-11,309760.39919759729
